chunckID,start_time,pos,tag
0,00:00:00.375,"[['[/SS'], ['주제곡/NNG', ']/SS']]","[['SS'], ['NNG', 'SS']]"
1,00:00:51.718,"[['[/SS'], ['잔/XPN', '잔한/NNG'], ['음악/NNG', ']/SS']]","[['SS'], ['XPN', 'NNG'], ['NNG', 'SS']]"
2,00:00:57.849,"[['(/SS'], ['삼신/NNG', ')/SS'], ['사람/NNG', '의/JKG'], ['손때/NNG', '나/JC'], ['피/NNG', '가/JKS'], ['묻/VV', '은/ETD'], ['물건/NNG', '에/JKM'], ['염원/NNG', '이/JKS'], ['깃들/VV', '면/ECE']]","[['SS'], ['NNG', 'SS'], ['NNG', 'JKG'], ['NNG', 'JC'], ['NNG', 'JKS'], ['VV', 'ETD'], ['NNG', 'JKM'], ['NNG', 'JKS'], ['VV', 'ECE']]"
3,00:01:03.813,"[['도깨비/NNG', '가/JKC'], ['되/VV', 'ㄴ단다/EFN']]","[['NNG', 'JKC'], ['VV', 'EFN']]"
4,00:01:09.110,"[['[/SS'], ['의미심장/XR', '하/XSA', 'ㄴ/ETD'], ['효과음/NNG', ']/SS']]","[['SS'], ['XR', 'XSA', 'ETD'], ['NNG', 'SS']]"
5,00:01:13.073,"[['숱/NNG', '하/XSV', 'ㄴ/ETD'], ['전장/NNG', '에서/JKM'], ['수천/NNG', '의/JKG'], ['피/NNG', '를/JKO'], ['묻히/VV', 'ㄴ/ETD'], ['검/NNG', '이/JKS']]","[['NNG', 'XSV', 'ETD'], ['NNG', 'JKM'], ['NNG', 'JKG'], ['NNG', 'JKO'], ['VV', 'ETD'], ['NNG', 'JKS']]"
6,00:01:16.534,"[['[/SS'], ['하늘/NNG', '이/JKS'], ['콰르릉거리/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['NNG', 'JKS'], ['VV', 'ECS', 'SS']]"
7,00:01:18.078,"[['저/NP', '의/JKG'], ['주인/NNG', '의/JKG'], ['피/NNG', '까지/JX'], ['묻히/VV', '었/EPT', '으니/ECD'], ['오죽하/VA', '었/EPT', '을까/EFQ', '?/SF']]","[['NP', 'JKG'], ['NNG', 'JKG'], ['NNG', 'JX'], ['VV', 'EPT', 'ECD'], ['VA', 'EPT', 'EFQ', 'SF']]"
8,00:01:25.502,"[['[/SS'], ['몽환적/NNG', '이/VCP', 'ㄴ/ETD'], ['음악/NNG', ']/SS']]","[['SS'], ['NNG', 'VCP', 'ETD'], ['NNG', 'SS']]"
9,00:01:37.305,"[['[/SS'], ['타/VV', '아/ECS'], ['잇/VV', '어/ECD'], ['마찰음/NNG', ']/SS'], ['오/NNG'], ['직/NNG'], ['도깨비/NNG'], ['신부/NNG', '만/JX'], ['잇/VV']]","[['SS'], ['VV', 'ECS'], ['VV', 'ECD'], ['NNG', 'SS'], ['NNG'], ['NNG'], ['NNG'], ['NNG', 'JX'], ['VV']]"
10,00:01:40.600,"[['그/MDT'], ['검/NNG', '을/JKO'], ['뽑/VV', '을/ETD'], ['것/NNB', '이/VCP', '다/EFN']]","[['MDT'], ['NNG', 'JKO'], ['VV', 'ETD'], ['NNB', 'VCP', 'EFN']]"
11,00:01:44.020,"[['검/NNG', '을/JKO'], ['뽑/VV', '으면/ECD'], ['무/NNG', '로/JKM'], ['돌아가/VV'], ['평안하리라/UN']]","[['NNG', 'JKO'], ['VV', 'ECD'], ['NNG', 'JKM'], ['VV'], ['UN']]"
12,00:01:58.284,"[['(/SS'], ['삼신/NNG', ')/SS'], ['고약/NNG', '하/XSV', 'ㄴ/ETD'], ['신탁/NNG', '이/JKS'], ['아니/VV', 'ㄹ/ETD'], ['수/NNB'], ['없었/VV', '지/ECD']]","[['SS'], ['NNG', 'SS'], ['NNG', 'XSV', 'ETD'], ['NNG', 'JKS'], ['VV', 'ETD'], ['NNB'], ['VV', 'ECD']]"
13,00:02:03.373,"[['그렇/VA', '게/ECD'], ['불멸/NNG', '로/JKM'], ['다시/MAG'], ['깨어나/VV', 'ㄴ/ETD'], ['도깨비/NNG', '는/JX']]","[['VA', 'ECD'], ['NNG', 'JKM'], ['MAG'], ['VV', 'ETD'], ['NNG', 'JX']]"
14,00:02:07.001,"[['이/MDT'], ['세상/NNG'], ['어디/NP', '에/JKM'], ['나/VV', '아/ECS'], ['있/VXV', '고/ECE'], ['어디/NP', '에/JKM', '도/JX'], ['없/VA', '으며/ECE']]","[['MDT'], ['NNG'], ['NP', 'JKM'], ['VV', 'ECS'], ['VXV', 'ECE'], ['NP', 'JKM', 'JX'], ['VA', 'ECE']]"
15,00:02:10.672,"[['지금/NNG', '도/JX'], ['어/VV', '어/ECS'], ['디/VV', 'ㄴ가/ECS', '.../SE']]","[['NNG', 'JX'], ['VV', 'ECS'], ['VV', 'ECS', 'SE']]"
16,00:02:11.714,"[['[/SS'], ['웃음/NNG', ']/SS']]","[['SS'], ['NNG', 'SS']]"
17,00:02:15.218,"[['왜/MAG'], ['웃/VV', '고/ECE'], ['지랄/NNG', '이야/JX', ',/SP'], ['이/MDT'], ['썩/VV', '을/ETD'], ['것/NNB', '이/VCP']]","[['MAG'], ['VV', 'ECE'], ['NNG', 'JX', 'SP'], ['MDT'], ['VV', 'ETD'], ['NNB', 'VCP']]"
18,00:02:18.555,"[['(/SS'], ['연희/NNG', ')/SS'], [""'/SS""], ['지금/NNG', '도/JX'], ['어디/NP', '에/JKM'], ['선가/NNG'], ['신부/NNG', '를/JKO'], ['찾/VV', '고/ECE'], ['있/VXV', '는데/ECD', ""'/SS""]]","[['SS'], ['NNG', 'SS'], ['SS'], ['NNG', 'JX'], ['NP', 'JKM'], ['NNG'], ['NNG', 'JKO'], ['VV', 'ECE'], ['VXV', 'ECD', 'SS']]"
19,00:02:21.474,"[[""'/SS""], ['그/MDT'], ['신부/NNG', '가/JKS'], ['바로/MAG'], ['나/VV', '다/ECS', ""'/SS""], ['그러/VV', '려고/ECD', '?/SF']]","[['SS'], ['MDT'], ['NNG', 'JKS'], ['MAG'], ['VV', 'ECS', 'SS'], ['VV', 'ECD', 'SF']]"
20,00:02:24.018,"[['[/SS'], ['웃음/NNG', ']/SS']]","[['SS'], ['NNG', 'SS']]"
21,00:02:25.937,"[['내/NNB'], ['이래/NNB'], ['뵈/VV', '어도/ECD'], ['소싯적/NNG', '에/JKM'], ['남/VV', '자/ECE'], ['여럿/NNG'], ['울리/VV', '었/EPT', '다/EFN']]","[['NNB'], ['NNB'], ['VV', 'ECD'], ['NNG', 'JKM'], ['VV', 'ECE'], ['NNG'], ['VV', 'EPT', 'EFN']]"
22,00:02:29.315,"[['(/SS'], ['연희/NNG', ')/SS'], ['치/NNG']]","[['SS'], ['NNG', 'SS'], ['NNG']]"
23,00:02:30.316,"[['괜히/MAG'], ['다음/NNG', '에/JKM'], ['오/VV', '았/EPT', '다/ECS'], ['이/MDT'], ['할망구/NNG'], ['어디/NP'], ['가/VV', '었/EPT', '나/EFQ'], ['놀/VV', 'ㄹ라/ECD'], ['지/VXV', '나/ECE'], ['말/VV', '아/ECD']]","[['MAG'], ['NNG', 'JKM'], ['VV', 'EPT', 'ECS'], ['MDT'], ['NNG'], ['NP'], ['VV', 'EPT', 'EFQ'], ['VV', 'ECD'], ['VXV', 'ECE'], ['VV', 'ECD']]"
24,00:02:33.111,"[['음/NNG', ',/SP'], ['부럽/VA', '다/EFN']]","[['NNG', 'SP'], ['VA', 'EFN']]"
25,00:02:36.698,"[['(/SS'], ['삼신/NNG', ')/SS'], ['나/NP', '가/JKS'], ['노망/NNG', '이/JKS'], ['짓/VV']]","[['SS'], ['NNG', 'SS'], ['NP', 'JKS'], ['NNG', 'JKS'], ['VV']]"
26,00:02:38.449,"[['미혼모/NNG'], ['앞/NNG', '에서/JKM'], ['하/VV', 'ㄹ/ETD'], ['자랑/NNG', '이/JKC'], ['아니/VCN', 'ㄴ데/ECE']]","[['NNG'], ['NNG', 'JKM'], ['VV', 'ETD'], ['NNG', 'JKC'], ['VCN', 'ECE']]"
27,00:02:42.370,"[['치/NNG', ',/SP'], ['못되/VA', '었/EPT', '어/EFN']]","[['NNG', 'SP'], ['VA', 'EPT', 'EFN']]"
28,00:02:44.831,"[['(/SS'], ['삼신/NNG', ')/SS'], ['시금/MAG'], ['칫/UN'], ['값/NNG'], ['깎/VV', '아/ECD'], ['주/VXV', '어/ECS', ',/SP'], ['배/NNG'], ['춧/UN'], ['값/NNG'], ['깎/VV', '아/ECD'], ['주/VV', '어/ECS']]","[['SS'], ['NNG', 'SS'], ['MAG'], ['UN'], ['NNG'], ['VV', 'ECD'], ['VXV', 'ECS', 'SP'], ['NNG'], ['UN'], ['NNG'], ['VV', 'ECD'], ['VV', 'ECS']]"
29,00:02:46.958,"[['나/NP', '가/JKS'], ['뭐/NP', '가/JKS'], ['못되/VV', '었/EPT', '어/EFN', '?/SF']]","[['NP', 'JKS'], ['NP', 'JKS'], ['VV', 'EPT', 'EFN', 'SF']]"
30,00:02:49.002,"[['느/VV', '어/ECS'], ['버리/VXV', '고/ECE'], ['도망가/VV', 'ㄴ/ETD'], ['그/MDT'], ['새끼/NNG', '가/JKS'], ['못되/VA', '었/EPT', '지/EFN']]","[['VV', 'ECS'], ['VXV', 'ECE'], ['VV', 'ETD'], ['MDT'], ['NNG', 'JKS'], ['VA', 'EPT', 'EFN']]"
31,00:02:52.130,"[['[/SS'], ['삼/NNG'], ['신의/NNG'], ['못마땅/XR', '하/XSA', 'ㄴ/ETD'], ['숨소리/NNG', ']/SS']]","[['SS'], ['NNG'], ['NNG'], ['XR', 'XSA', 'ETD'], ['NNG', 'SS']]"
32,00:02:53.965,"[['그/VV', '건/ECE'], ['또/MAG'], ['그렇/VA', '네/EFN']]","[['VV', 'ECE'], ['MAG'], ['VA', 'EFN']]"
33,00:02:55.383,"[['[/SS'], ['살짝/MAG'], ['웃/VV', '는/EPT', '다/ECS', ']/SS']]","[['SS'], ['MAG'], ['VV', 'EPT', 'ECS', 'SS']]"
34,00:02:57.135,"[['근데/MAG'], ['그/MDT'], ['얘기/NNG'], ['너무/MAG'], ['슬프/VA', '다/EFN']]","[['MAG'], ['MDT'], ['NNG'], ['MAG'], ['VA', 'EFN']]"
35,00:02:59.012,"[['(/SS'], ['삼신/NNG', ')/SS'], ['[/SS'], ['코/NNG'], ['웃음/NNG'], ['치/VV', '며/ECE', ']/SS'], ['슬프/VA', 'ㄹ/ETD'], ['것/NNB', '도/JX'], ['쌔/VV', '었/EPT', '다/EFN']]","[['SS'], ['NNG', 'SS'], ['SS'], ['NNG'], ['NNG'], ['VV', 'ECE', 'SS'], ['VA', 'ETD'], ['NNB', 'JX'], ['VV', 'EPT', 'EFN']]"
36,00:03:01.347,"[['지독히/MAG'], ['낭만/NNG'], ['적인/NNG'], ['저/VV', '어/ECS'], ['주/VXV', '잖아요/EFN']]","[['MAG'], ['NNG'], ['NNG'], ['VV', 'ECS'], ['VXV', 'EFN']]"
37,00:03:04.225,"[['죽/VV', '기/ETN'], ['위하/VV', '어/ECS'], ['신부/NNG', '를/JKO'], ['찾/VV', '아야/ECD'], ['하/VV', 'ㄴ다는/ETD'], ['게/NNG']]","[['VV', 'ETN'], ['VV', 'ECS'], ['NNG', 'JKO'], ['VV', 'ECD'], ['VV', 'ETD'], ['NNG']]"
38,00:03:08.563,"[['(/SS'], ['연희/NNG', ')/SS'], ['신/NNG'], ['못되/VA', '었/EPT', '다/EFN']]","[['SS'], ['NNG', 'SS'], ['NNG'], ['VA', 'EPT', 'EFN']]"
39,00:03:10.023,"[['(/SS'], ['삼신/NNG', ')/SS'], ['신/NNG', '은/JX'], ['원래/MAG'], ['못되/VA', '었/EPT', '어/EFN']]","[['SS'], ['NNG', 'SS'], ['NNG', 'JX'], ['MAG'], ['VA', 'EPT', 'EFN']]"
40,00:03:12.442,"[['이기적/NNG', '이/VCP', '고/ECE'], ['질투/NNG'], ['많/VA', '고/ECE']]","[['NNG', 'VCP', 'ECE'], ['NNG'], ['VA', 'ECE']]"
41,00:03:15.695,"[['자기/NP', '만/JX'], ['알/VV', '아/ECD', ',/SP'], ['자기/NP', '만/JX']]","[['NP', 'JX'], ['VV', 'ECD', 'SP'], ['NP', 'JX']]"
42,00:03:19.824,"[['어떤/MDT'], ['놈/NNB', '이랑/JC'], ['똑같/VA', '네/EFN']]","[['MDT'], ['NNB', 'JC'], ['VA', 'EFN']]"
43,00:03:23.077,"[['(/SS'], ['연희/NNG', ')/SS'], ['아/VV', '아/ECS'], ['휴/UN', ',/SP'], ['그만/MAG'], ['갈/VV', '게요/ECD', ',/SP'], ['많이/MAG'], ['파/VV', '세요/EFN']]","[['SS'], ['NNG', 'SS'], ['VV', 'ECS'], ['UN', 'SP'], ['MAG'], ['VV', 'ECD', 'SP'], ['MAG'], ['VV', 'EFN']]"
44,00:03:26.414,"[['다음/NNG', '에/JKM'], ['오/VV', '았/EPT', '을/ETD'], ['때/NNG', '도/JX'], ['꼭/MAG'], ['계시/VV', '고/ECE']]","[['NNG', 'JKM'], ['VV', 'EPT', 'ETD'], ['NNG', 'JX'], ['MAG'], ['VV', 'ECE']]"
45,00:03:28.625,"[['[/SS'], ['웃음/NNG', ']/SS']]","[['SS'], ['NNG', 'SS']]"
46,00:03:29.709,"[['[/SS'], ['연희/NNG', '가/JKS'], ['봉지/NNG', '를/JKO'], ['바스락/MAG'], ['집/VV', '어/ECD'], ['드/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['NNG', 'JKS'], ['NNG', 'JKO'], ['MAG'], ['VV', 'ECD'], ['VV', 'ECS', 'SS']]"
47,00:03:31.002,"[['[/SS'], ['의미심장/XR', '하/XSA', 'ㄴ/ETD'], ['음악/NNG', ']/SS'], ['[/SS'], ['삼/NNG'], ['신의/NNG'], ['힘주/VV', '는/ETD'], ['신음/NNG', ']/SS']]","[['SS'], ['XR', 'XSA', 'ETD'], ['NNG', 'SS'], ['SS'], ['NNG'], ['NNG'], ['VV', 'ETD'], ['NNG', 'SS']]"
48,00:03:35.048,"[['생사/NNG', '를/JKO'], ['오가/VV', '는/ETD'], ['순간/NNG', '이/JKS'], ['오/VV', '면/ECE']]","[['NNG', 'JKO'], ['VV', 'ETD'], ['NNG', 'JKS'], ['VV', 'ECE']]"
49,00:03:38.051,"[['염원/NNG', '을/JKO'], ['담/VV', '아/ECD'], ['간절히/MAG'], ['빌/VV', '어/ECD']]","[['NNG', 'JKO'], ['VV', 'ECD'], ['MAG'], ['VV', 'ECD']]"
50,00:03:41.012,"[['[/SS'], ['사람/NNG', '들/XSN', '이/JKS'], ['재잘거리/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['NNG', 'XSN', 'JKS'], ['VV', 'ECS', 'SS']]"
51,00:03:42.138,"[['(/SS'], ['삼신/NNG', ')/SS'], ['혹여/MAG'], ['어느/MDT'], ['마음/NNG'], ['약/NNG', '하/XSV', 'ㄴ/ETD'], ['신이/NNG'], ['듣/VV', '고/ECE'], ['있/VXV', '을지/ECS', '도/JX'], ['모르/VV', '니/ECD']]","[['SS'], ['NNG', 'SS'], ['MAG'], ['MDT'], ['NNG'], ['NNG', 'XSV', 'ETD'], ['NNG'], ['VV', 'ECE'], ['VXV', 'ECS', 'JX'], ['VV', 'ECD']]"
52,00:03:46.517,"[['[/SS'], ['새/NNG', '가/JKS'], ['지저귀/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['NNG', 'JKS'], ['VV', 'ECS', 'SS']]"
53,00:04:01.783,"[['[/SS'], ['문/NNG', '이/JKS'], ['달칵/MAG'], ['닫히/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['NNG', 'JKS'], ['MAG'], ['VV', 'ECS', 'SS']]"
54,00:04:04.869,"[['(/SS'], ['김/NNG'], ['신/NNG', ')/SS'], ['나/NP', '이/VCP', '라면/ECD'], ['추천/NNG', '하/XSV', '지/ECD'], ['않/VXV', '겠/EPT', '어/EFN']]","[['SS'], ['NNG'], ['NNG', 'SS'], ['NP', 'VCP', 'ECD'], ['NNG', 'XSV', 'ECD'], ['VXV', 'EPT', 'EFN']]"
55,00:04:06.829,"[['지금/NNG'], ['집/NNG', '을/JKO'], ['나가/VV', '면/ECE'], ['지금/NNG', '보다/JKM'], ['드/VV', '어/ECS'], ['못하/VX', 'ㄴ/ETD'], ['삶/NNG', '을/JKO'], ['살/VV', '게/ECD'], ['되/VA', '어/ECS']]","[['NNG'], ['NNG', 'JKO'], ['VV', 'ECE'], ['NNG', 'JKM'], ['VV', 'ECS'], ['VX', 'ETD'], ['NNG', 'JKO'], ['VV', 'ECD'], ['VA', 'ECS']]"
56,00:04:09.999,"[['다시/MAG', '는/JX'], ['엄마/NNG', '를/JKO'], ['못/MAG'], ['보/VV', '게/ECD'], ['되/VV', 'ㄹ/ETD'], ['거/NNB', '이/VCP', '고/ECE']]","[['MAG', 'JX'], ['NNG', 'JKO'], ['MAG'], ['VV', 'ECD'], ['VV', 'ETD'], ['NNB', 'VCP', 'ECE']]"
57,00:04:11.376,"[['당신/NP'], ['뭐/NP', '야/JX', '?/SF'], ['한국/NNG'], ['사람/NNG', '이/VCP', '야/EFN', '?/SF']]","[['NP'], ['NP', 'JX', 'SF'], ['NNG'], ['NNG', 'VCP', 'EFN', 'SF']]"
58,00:04:13.503,"[['보다/MAG'], ['복잡/XR', '하/XSA', 'ㄴ/ETD'], ['사람/NNG', '이/VCP', '야/EFN']]","[['MAG'], ['XR', 'XSA', 'ETD'], ['NNG', 'VCP', 'EFN']]"
59,00:04:15.171,"[['(/SS'], ['김/NNG'], ['신/NNG', ')/SS'], ['이제/NNG'], ['네/MDN'], ['차례/NNG', '야/JKI']]","[['SS'], ['NNG'], ['NNG', 'SS'], ['NNG'], ['MDN'], ['NNG', 'JKI']]"
60,00:04:17.131,"[['또박또박/MAG'], ['얘기/NNG', '하/XSV', '어/ECS']]","[['MAG'], ['NNG', 'XSV', 'ECS']]"
61,00:04:19.008,"[['[/SS'], ['밝/VA', '은/ETD'], ['음악/NNG', ']/SS']]","[['SS'], ['VA', 'ETD'], ['NNG', 'SS']]"
62,00:04:20.551,"[['입양/NNG', '하/XSV', '었/EPT', '으니/ECD'], ['당신/NP', '은/JX'], ['내/NP'], ['아빠/NNG', '라고/JX']]","[['NNG', 'XSV', 'EPT', 'ECD'], ['NP', 'JX'], ['NP'], ['NNG', 'JX']]"
63,00:04:22.804,"[['그러/VV', '니/ECD'], ['날/NNG'], ['잘/MAG'], ['키/VV', '우/EFO', '라고/JKQ']]","[['VV', 'ECD'], ['NNG'], ['MAG'], ['VV', 'EFO', 'JKQ']]"
64,00:04:24.597,"[['엄마/NNG', '하/XSV', 'ㄴ/ETD'], ['테/NNG', '도/JX'], ['얘기/NNG', '하/XSV', '어/ECS'], ['돕/VV', '아/ECS'], ['달라/VV', '고/ECE', ',/SP'], ['아프/VA', '다고/EFN']]","[['NNG', 'XSV', 'ETD'], ['NNG', 'JX'], ['NNG', 'XSV', 'ECS'], ['VV', 'ECS'], ['VV', 'ECE', 'SP'], ['VA', 'EFN']]"
65,00:04:27.850,"[['(/SS'], ['아이/NNG'], ['1/NR', ')/SS'], ['무슨/MDT'], ['개/NNM'], ['소리야/NNG', '?/SF'], ['비키/VV', '어/ECS']]","[['SS'], ['NNG'], ['NR', 'SS'], ['MDT'], ['NNM'], ['NNG', 'SF'], ['VV', 'ECS']]"
66,00:04:30.228,"[['그렇/VA', '게/ECD'], ['긋/VV', '어서/ECD', '는/JX'], ['죽/VV', '지/ECD', '는/JX'], ['않/VXV', '고/ECE'], ['손/NNG', '만/JX'], ['못/MAG'], ['쓰/VV', '게/ECD'], ['되/VV', '니까/ECD'], ['참고/NNG', '하/XSV', '고/ECE']]","[['VA', 'ECD'], ['VV', 'ECD', 'JX'], ['VV', 'ECD', 'JX'], ['VXV', 'ECE'], ['NNG', 'JX'], ['MAG'], ['VV', 'ECD'], ['VV', 'ECD'], ['NNG', 'XSV', 'ECE']]"
67,00:04:34.565,"[['당신/NP'], ['누구/NP', '야/JX', '?/SF']]","[['NP'], ['NP', 'JX', 'SF']]"
68,00:04:35.566,"[['눈/NNG'], ['피하/VV', '지/ECD'], ['말/VXV', '고/ECE'], ['또박또박/MAG'], ['하/VV', 'ㄹ/ETD'], ['수/NNB'], ['있/VV', '어/ECD', '?/SF']]","[['NNG'], ['VV', 'ECD'], ['VXV', 'ECE'], ['MAG'], ['VV', 'ETD'], ['NNB'], ['VV', 'ECD', 'SF']]"
69,00:04:38.695,"[['그러/VV', '다/ECS'], ['맞/VV', '아/ECD'], ['죽/VV', '으면/ECD'], ['당신/NP', '이/JKS'], ['책임지/VV', 'ㄹ/ETD'], ['거/NNB', '야/JX', '?/SF']]","[['VV', 'ECS'], ['VV', 'ECD'], ['VV', 'ECD'], ['NP', 'JKS'], ['VV', 'ETD'], ['NNB', 'JX', 'SF']]"
70,00:04:42.031,"[['그리하/VV', '여서/ECD'], ['갈비뼈/NNG'], ['부러뜨리/VV', '어/ECS'], ['주/VXV', '었/EPT', '잖아/EFN']]","[['VV', 'ECD'], ['NNG'], ['VV', 'ECS'], ['VXV', 'EPT', 'EFN']]"
71,00:04:43.825,"[['(/SS'], ['남자/NNG'], ['1/NR', ')/SS'], ['[/SS'], ['영어/NNG', ']/SS'], ['느/VV', '어/ECS'], ['이/MDT'], ['자식/NNG', '!/SF']]","[['SS'], ['NNG'], ['NR', 'SS'], ['SS'], ['NNG', 'SS'], ['VV', 'ECS'], ['MDT'], ['NNG', 'SF']]"
72,00:04:46.494,"[['[/SS'], ['남자/NNG'], ['1/NR', '의/JKG'], ['놀라/VV', '는/ETD'], ['신음/NNG', ']/SS'], ['[/SS'], ['남자/NNG'], ['1/NR', '이/JKS'], ['털썩/MAG'], ['넘어지/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['NNG'], ['NR', 'JKG'], ['VV', 'ETD'], ['NNG', 'SS'], ['SS'], ['NNG'], ['NR', 'JKS'], ['MAG'], ['VV', 'ECS', 'SS']]"
73,00:04:49.580,"[['[/SS'], ['남자/NNG'], ['1/NR', '의/JKG'], ['힘겹/VA', 'ㄴ/ETD'], ['신음/NNG', ']/SS']]","[['SS'], ['NNG'], ['NR', 'JKG'], ['VA', 'ETD'], ['NNG', 'SS']]"
74,00:04:53.710,"[['(/SS'], ['김/NNG'], ['신/NNG', ')/SS'], ['[/SS'], ['한국어/NNG', ']/SS'], ['이/VCP', '건/ECE'], ['도시락/NNG', ',/SP'], ['얘기/NNG'], ['끝나/VV', '면/ECE'], ['학교/NNG'], ['가/NNG']]","[['SS'], ['NNG'], ['NNG', 'SS'], ['SS'], ['NNG', 'SS'], ['VCP', 'ECE'], ['NNG', 'SP'], ['NNG'], ['VV', 'ECE'], ['NNG'], ['NNG']]"
75,00:04:55.920,"[['수학/NNG'], ['문제/NNG'], ['17/NR', '번/NNM'], ['답/NNG', '은/JX'], ['2/NR', '가/JKC'], ['아니/VCN', '라/ECD'], ['4/NR'], ['야/NNB']]","[['NNG'], ['NNG'], ['NR', 'NNM'], ['NNG', 'JX'], ['NR', 'JKC'], ['VCN', 'ECD'], ['NR'], ['NNB']]"
76,00:04:58.006,"[['[/SS'], ['남자/NNG'], ['1/NR', '의/JKG'], ['힘겹/VA', 'ㄴ/ETD'], ['신음/NNG', ']/SS'], ['그거/NP'], ['하나/NR'], ['틀리/VV', '길래/ECD']]","[['SS'], ['NNG'], ['NR', 'JKG'], ['VA', 'ETD'], ['NNG', 'SS'], ['NP'], ['NR'], ['VV', 'ECD']]"
77,00:04:59.674,"[['당신/NP'], ['대체/MAG'], ['누구/NP', '야/JX', '?/SF']]","[['NP'], ['MAG'], ['NP', 'JX', 'SF']]"
78,00:05:03.469,"[['[/SS'], ['김신이/NNG'], ['아이/NNG'], ['1/NR', '의/JKG'], ['어깨/NNG', '를/JKO'], ['툭/MAG'], ['치/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['NNG'], ['NNG'], ['NR', 'JKG'], ['NNG', 'JKO'], ['MAG'], ['VV', 'ECS', 'SS']]"
79,00:05:13.896,"[['[/SS'], ['천/NNG', '둥이/XSN'], ['콰르릉/MAG'], ['치/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['NNG', 'XSN'], ['MAG'], ['VV', 'ECS', 'SS']]"
80,00:05:17.984,"[['(/SS'], ['김/NNG'], ['신/NNG', ')/SS'], ['그/NP', '는/JX'], ['물/NNG', '이/VCP', '고/ECE'], ['불이/VV', '고/ECE'], ['바람/NNG', '이/VCP', '며/ECE']]","[['SS'], ['NNG'], ['NNG', 'SS'], ['NP', 'JX'], ['NNG', 'VCP', 'ECE'], ['VV', 'ECE'], ['NNG', 'VCP', 'ECE']]"
81,00:05:22.697,"[['[/SS'], ['무겁/VA', 'ㄴ/ETD'], ['음악/NNG', ']/SS'], ['빛/NNG', '이/JKS'], ['자/VV', '아/ECS'], ['어둠/NNG', '이/VCP', '다/EFN']]","[['SS'], ['VA', 'ETD'], ['NNG', 'SS'], ['NNG', 'JKS'], ['VV', 'ECS'], ['NNG', 'VCP', 'EFN']]"
82,00:05:26.075,"[['그리/VV', '고/ECE'], ['한때/NNG']]","[['VV', 'ECE'], ['NNG']]"
83,00:05:27.118,"[['[/SS'], ['날카롭/VA', 'ㄴ/ETD'], ['효과음/NNG', ']/SS']]","[['SS'], ['VA', 'ETD'], ['NNG', 'SS']]"
84,00:05:29.078,"[['[/SS'], ['김/NNG'], ['신/NNG', '의/JKG'], ['힘겹/VA', 'ㄴ/ETD'], ['신음/NNG', ']/SS']]","[['SS'], ['NNG'], ['NNG', 'JKG'], ['VA', 'ETD'], ['NNG', 'SS']]"
85,00:05:31.581,"[['[/SS'], ['김/NNG'], ['신/NNG', '의/JKG'], ['거칠/VA', 'ㄴ/ETD'], ['숨소리/NNG', ']/SS']]","[['SS'], ['NNG'], ['NNG', 'JKG'], ['VA', 'ETD'], ['NNG', 'SS']]"
86,00:05:34.625,"[['인간/NNG', '이/VCP', '었/EPT', '다/EFN']]","[['NNG', 'VCP', 'EPT', 'EFN']]"
87,00:05:36.961,"[['[/SS'], ['소란/NNG', '스럽/XSA', '게/ECD'], ['싸우/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['NNG', 'XSA', 'ECD'], ['VV', 'ECS', 'SS']]"
88,00:05:41.174,"[['[/SS'], ['거칠/VA', 'ㄴ/ETD'], ['숨소리/NNG', ']/SS']]","[['SS'], ['VA', 'ETD'], ['NNG', 'SS']]"
89,00:05:44.552,"[['[/SS'], ['전장/NNG', '이/JKS'], ['소란/NNG', '스럽/XSA', '다/ECS', ']/SS'], ['[/SS'], ['말/NNG'], ['울음/NNG', ']/SS']]","[['SS'], ['NNG', 'JKS'], ['NNG', 'XSA', 'ECS', 'SS'], ['SS'], ['NNG'], ['NNG', 'SS']]"
90,00:05:51.642,"[['[/SS'], ['말/NNG'], ['울음/NNG', ']/SS']]","[['SS'], ['NNG'], ['NNG', 'SS']]"
91,00:05:55.188,"[['[/SS'], ['김/NNG'], ['신의/NNG'], ['힘주/VV', '는/ETD'], ['신음/NNG', ']/SS']]","[['SS'], ['NNG'], ['NNG'], ['VV', 'ETD'], ['NNG', 'SS']]"
92,00:05:59.942,"[['[/SS'], ['말/NNG'], ['발굽/NNG'], ['소리/NNG', '가/JKS'], ['들려오/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['NNG'], ['NNG'], ['NNG', 'JKS'], ['VV', 'ECS', 'SS']]"
93,00:06:02.653,"[['(/SS'], ['김/NNG'], ['신/NNG', ')/SS'], ['백성/NNG', '들/XSN', '은/JX'], ['그르/VV', 'ㄹ/ETD']]","[['SS'], ['NNG'], ['NNG', 'SS'], ['NNG', 'XSN', 'JX'], ['VV', 'ETD']]"
