chunckID,start_time,pos,tag
606,00:46:54.353,"[['그러/VV', 'ㄴ/ETD'], ['거/NNB'], ['보/VV', '아서요/ECD']]","[['VV', 'ETD'], ['NNB'], ['VV', 'ECD']]"
607,00:46:55.896,"[['[/SS'], ['어리/VA', 'ㄴ/ETD'], ['은/JX'], ['탁/MAG', '이/JX'], ['훌쩍이/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['VA', 'ETD'], ['JX'], ['MAG', 'JX'], ['VV', 'ECS', 'SS']]"
608,00:46:58.106,"[['그/VA', 'ㄴ데/ECE'], ['그러/VV', 'ㄴ/ETD'], ['거/NNB'], ['보/VV', 'ㄹ/ETD'], ['수/NNB'], ['있/VV', '어서/ECD']]","[['VA', 'ECE'], ['VV', 'ETD'], ['NNB'], ['VV', 'ETD'], ['NNB'], ['VV', 'ECD']]"
609,00:47:01.568,"[['이렇/VA', '게/ECD'], ['엄마/NNG', '도/JX'], ['보/VV', 'ㄹ/ETD'], ['수/NNB'], ['있/VV', '는/ETD'], ['걸/VV', '니까/ECD']]","[['VA', 'ECD'], ['NNG', 'JX'], ['VV', 'ETD'], ['NNB'], ['VV', 'ETD'], ['VV', 'ECD']]"
610,00:47:07.407,"[['나/NP', '는/JX'], ['그냥/MAG'], ['괜찮/VA', '아요/EFN']]","[['NP', 'JX'], ['MAG'], ['VA', 'EFN']]"
611,00:47:09.952,"[['[/SS'], ['울먹이/VV', '며/ECE', ']/SS'], ['그래/JX']]","[['SS'], ['VV', 'ECE', 'SS'], ['JX']]"
612,00:47:13.830,"[['이렇/VA', '게/ECD'], ['엄마/NNG'], ['보/VV', '아/ECS'], ['주/VV', '어서/ECD']]","[['VA', 'ECD'], ['NNG'], ['VV', 'ECS'], ['VV', 'ECD']]"
613,00:47:18.085,"[['고맙/VV', '어/ECS']]","[['VV', 'ECS']]"
614,00:47:21.547,"[['(/SS'], ['연희/NNG', ')/SS'], ['은/JX'], ['탁아/NNG']]","[['SS'], ['NNG', 'SS'], ['JX'], ['NNG']]"
615,00:47:23.257,"[['[/SS'], ['흐느끼/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['VV', 'ECS', 'SS']]"
616,00:47:25.092,"[['엄마/NNG', '.../SE']]","[['NNG', 'SE']]"
617,00:47:27.386,"[['엄마/NNG'], ['이제/MAG'], ['가/VV', '아야/ECD'], ['되/VV', 'ㄹ/ETD'], ['것/NNB'], ['같/VV', '아/ECD']]","[['NNG'], ['MAG'], ['VV', 'ECD'], ['VV', 'ETD'], ['NNB'], ['VV', 'ECD']]"
618,00:47:33.850,"[['사랑/NNG', '하/XSV', 'ㄴ다/ECS', ',/SP'], ['우리/NP'], ['강아지/NNG']]","[['NNG', 'XSV', 'ECS', 'SP'], ['NP'], ['NNG']]"
619,00:47:38.188,"[['[/SS'], ['흐느끼/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['VV', 'ECS', 'SS']]"
620,00:47:39.398,"[['나도/NNG', '요/JX']]","[['NNG', 'JX']]"
621,00:47:40.899,"[['나도/NNG'], ['사랑/NNG', '하/XSV', '어요/EFN', ',/SP'], ['엄마/NNG']]","[['NNG'], ['NNG', 'XSV', 'EFN', 'SP'], ['NNG']]"
622,00:47:43.527,"[['엄마/NNG', ',/SP'], ['안녕/NNG', ',/SP'], ['엄마/NNG', ',/SP'], ['잘/MAG'], ['가요/NNG']]","[['NNG', 'SP'], ['NNG', 'SP'], ['NNG', 'SP'], ['MAG'], ['NNG']]"
623,00:47:47.531,"[['엄마/NNG', ',/SP'], ['꼭/MAG'], ['천국/NNG'], ['가요/NNG', ',/SP'], ['이/VCP', '네/EFN', '?/SF']]","[['NNG', 'SP'], ['MAG'], ['NNG'], ['NNG', 'SP'], ['VCP', 'EFN', 'SF']]"
624,00:47:51.660,"[['꼭/MAG', ',/SP'], ['꼭/MAG']]","[['MAG', 'SP'], ['MAG']]"
625,00:47:56.498,"[['[/SS'], ['어리/VA', 'ㄴ/ETD'], ['은/JX'], ['탁/MAG', '이/JX'], ['계속/MAG'], ['흐느끼/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['VA', 'ETD'], ['JX'], ['MAG', 'JX'], ['MAG'], ['VV', 'ECS', 'SS']]"
626,00:48:01.795,"[['[/SS'], ['의미심장/XR', '하/XSA', 'ㄴ/ETD'], ['효과음/NNG', ']/SS']]","[['SS'], ['XR', 'XSA', 'ETD'], ['NNG', 'SS']]"
627,00:48:08.552,"[['엄마/NNG', '!/SF']]","[['NNG', 'SF']]"
628,00:48:10.095,"[['[/SS'], ['울음/NNG', ']/SS']]","[['SS'], ['NNG', 'SS']]"
629,00:48:17.436,"[['[/SS'], ['어리/VA', 'ㄴ/ETD'], ['은/JX'], ['탁/MAG', '이/JX'], ['계속/MAG'], ['흐느끼/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['VA', 'ETD'], ['JX'], ['MAG', 'JX'], ['MAG'], ['VV', 'ECS', 'SS']]"
630,00:48:20.939,[['엄마/NNG']],[['NNG']]
631,00:48:22.024,"[['[/SS'], ['전화벨/NNG', '이/JKS'], ['울리/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['NNG', 'JKS'], ['VV', 'ECS', 'SS']]"
632,00:48:32.826,"[['(/SS'], ['병원/NNG'], ['직원/NNG', ')/SS'], ['여/NNG'], ['보세/NNG', '요/JX', ',/SP'], ['지/NNG'], ['연희/NNG'], ['씨/NNB'], ['댁/NNG', '이/VCP', 'ㄴ가요/EFQ', '?/SF']]","[['SS'], ['NNG'], ['NNG', 'SS'], ['NNG'], ['NNG', 'JX', 'SP'], ['NNG'], ['NNG'], ['NNB'], ['NNG', 'VCP', 'EFQ', 'SF']]"
633,00:48:35.120,"[['여기/NP'], ['사/NNG', '거리/NNG'], ['제일/NNG', '병원/NNG', '이/VCP', 'ㄴ데요/EFN']]","[['NP'], ['NNG', 'NNG'], ['NNG', 'NNG', 'VCP', 'EFN']]"
634,00:48:36.705,"[['알/VV', '아요/EFN', ',/SP'], ['갈/VV', 'ㄹ/ETD'], ['거/NNB', '이/VCP', '에요/EFN']]","[['VV', 'EFN', 'SP'], ['VV', 'ETD'], ['NNB', 'VCP', 'EFN']]"
635,00:48:40.125,"[['[/SS'], ['수화기/NNG', '를/JKO'], ['탁/MAG'], ['내려놓/VV', '는/EPT', '다/ECS', ']/SS']]","[['SS'], ['NNG', 'JKO'], ['MAG'], ['VV', 'EPT', 'ECS', 'SS']]"
636,00:48:42.961,"[['[/SS'], ['흐느끼/VV', '는/ETD'], ['숨소리/NNG', ']/SS']]","[['SS'], ['VV', 'ETD'], ['NNG', 'SS']]"
637,00:48:45.172,"[['[/SS'], ['콜록거리/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['VV', 'ECS', 'SS']]"
638,00:48:47.633,"[['[/SS'], ['어리/VA', 'ㄴ/ETD'], ['은/JX'], ['탁/MAG', '이/JX'], ['훌쩍이/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['VA', 'ETD'], ['JX'], ['MAG', 'JX'], ['VV', 'ECS', 'SS']]"
639,00:48:55.849,"[['[/SS'], ['어리/VA', 'ㄴ/ETD'], ['은/JX'], ['탁/MAG', '이/JX'], ['계속/MAG'], ['훌쩍이/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['VA', 'ETD'], ['JX'], ['MAG', 'JX'], ['MAG'], ['VV', 'ECS', 'SS']]"
640,00:49:03.398,"[['소원/NNG'], ['안/MAG'], ['비/VV', 'ㄹ/ETD'], ['그/VV', '어야/ECD']]","[['NNG'], ['MAG'], ['VV', 'ETD'], ['VV', 'ECD']]"
641,00:49:07.235,"[['하나/NR', '도/JX'], ['안/MAG'], ['비/VV', 'ㄹ/ETD'], ['그/VV', '어야/ECD']]","[['NR', 'JX'], ['MAG'], ['VV', 'ETD'], ['VV', 'ECD']]"
642,00:49:08.987,"[['아무/NP', '도/JX'], ['안/MAG'], ['들어주/VV', '는데/ECD'], ['누구/NP', '한테/JKO'], ['빌/VV', '어/ECD', '?/SF']]","[['NP', 'JX'], ['MAG'], ['VV', 'ECD'], ['NP', 'JKO'], ['VV', 'ECD', 'SF']]"
643,00:49:21.041,"[['""/SS'], ['생일/NNG'], ['축하/NNG', '하/XSV', 'ㅂ니다/EFN'], ['""/SS']]","[['SS'], ['NNG'], ['NNG', 'XSV', 'EFN'], ['SS']]"
644,00:49:33.720,"[['(/SS'], ['연희/NNG', ')/SS'], ['할머니/NNG', '는/JX'], ['어쩜/MAG'], ['늙/VV', '지/ECD', '를/JX'], ['않/VXV', '네/EFN', '?/SF']]","[['SS'], ['NNG', 'SS'], ['NNG', 'JX'], ['MAG'], ['VV', 'ECD', 'JX'], ['VXV', 'EFN', 'SF']]"
645,00:49:38.600,"[['더/MAG'], ['늙/VV', '을/ETD'], ['것/NNB', '이/JKS'], ['어디/NP'], ['있/VV', '어/ECD', ',/SP'], ['여기/NP', '서/JKM', '?/SF']]","[['MAG'], ['VV', 'ETD'], ['NNB', 'JKS'], ['NP'], ['VV', 'ECD', 'SP'], ['NP', 'JKM', 'SF']]"
646,00:49:40.977,"[['[/SS'], ['살짝/MAG'], ['웃/VV', '는/EPT', '다/ECS', ']/SS']]","[['SS'], ['MAG'], ['VV', 'EPT', 'ECS', 'SS']]"
647,00:49:41.978,"[['그/VV', '건/ECE'], ['또/MAG'], ['그렇/VA', '네/EFN']]","[['VV', 'ECE'], ['MAG'], ['VA', 'EFN']]"
648,00:49:48.026,"[['오다가다/MAG'], ['우리/NNG'], ['은/NNG'], ['탁/NNB', '이/JKS'], ['좀/NNG']]","[['MAG'], ['NNG'], ['NNG'], ['NNB', 'JKS'], ['NNG']]"
649,00:49:52.197,"[['들여다보/VV', '아/ECS'], ['주/VXV', '면/ECE'], ['안/MAG'], ['되/VV', '나/ECE', '?/SF']]","[['VV', 'ECS'], ['VXV', 'ECE'], ['MAG'], ['VV', 'ECE', 'SF']]"
650,00:49:54.658,"[['지랄/NNG', '하/XSV', 'ㄴ다/ECS', ',/SP'], ['네/MDN'], ['딸년/NNG', '을/JKO'], ['내가/NNG'], ['외/VV', '어/ECS', '?/SF']]","[['NNG', 'XSV', 'ECS', 'SP'], ['MDN'], ['NNG', 'JKO'], ['NNG'], ['VV', 'ECS', 'SF']]"
651,00:49:58.078,"[['치/NNG', ',/SP'], ['그냥/MAG'], ['오다가다/MAG', '요/JX']]","[['NNG', 'SP'], ['MAG'], ['MAG', 'JX']]"
652,00:50:01.748,"[['(/SS'], ['연희/NNG', ')/SS'], ['배추/NNG', '도/JX'], ['남/VV', '으면/ECD'], ['좀/MAG'], ['주고/NNG'], ['시금치/NNG', '도/JX'], ['좀/MAG'], ['주고/NNG']]","[['SS'], ['NNG', 'SS'], ['NNG', 'JX'], ['VV', 'ECD'], ['MAG'], ['NNG'], ['NNG', 'JX'], ['MAG'], ['NNG']]"
653,00:50:05.961,"[['그러/VV', '게/ECD'], ['그때/NNG'], ['같이/MAG'], ['죽/VV', '지/ECD'], ['뭐/NP'], ['하/VV', '러/ECD'], ['더/MAG'], ['살/VV', '아/ECD'], ['가지/VV', '고/ECE']]","[['VV', 'ECD'], ['NNG'], ['MAG'], ['VV', 'ECD'], ['NP'], ['VV', 'ECD'], ['MAG'], ['VV', 'ECD'], ['VV', 'ECE']]"
654,00:50:10.757,"[['못되/VA', '었/EPT', '어/EFN']]","[['VA', 'EPT', 'EFN']]"
655,00:50:12.759,"[['할머니/NNG', '가/JKS'], ['알리/VV', '어/ECS'], ['주/VXV', '었/EPT', '잖아요/EFN']]","[['NNG', 'JKS'], ['VV', 'ECS'], ['VXV', 'EPT', 'EFN']]"
656,00:50:15.971,"[['간절히/MAG'], ['빌/VV', 'ㄹ라고/EFQ']]","[['MAG'], ['VV', 'EFQ']]"
657,00:50:17.764,"[['[/SS'], ['잔/XPN', '잔한/NNG'], ['음악/NNG', ']/SS']]","[['SS'], ['XPN', 'NNG'], ['NNG', 'SS']]"
658,00:50:19.099,"[['그/MDT'], ['말/NNG', '을/JKO'], ['믿/VV', '는/ETD'], ['년/NNB', '이/JKS'], ['다/MAG'], ['있/VV', '네/EFN']]","[['MDT'], ['NNG', 'JKO'], ['VV', 'ETD'], ['NNB', 'JKS'], ['MAG'], ['VV', 'EFN']]"
659,00:50:22.602,"[['그/MDT'], ['말/NNG'], ['믿/VV', '은/ETD'], ['덕/NNG', '에/JKM'], ['좀/MAG'], ['더/MAG'], ['살/VV', '다/ECS'], ['가요/NNG']]","[['MDT'], ['NNG'], ['VV', 'ETD'], ['NNG', 'JKM'], ['MAG'], ['MAG'], ['VV', 'ECS'], ['NNG']]"
660,00:50:27.149,"[['고맙/VA', '었/EPT', '어요/EFN', ',/SP'], ['할머니/NNG']]","[['VA', 'EPT', 'EFN', 'SP'], ['NNG']]"
661,00:50:32.821,"[['[/SS'], ['살짝/MAG'], ['웃/VV', '는/EPT', '다/ECS', ']/SS']]","[['SS'], ['MAG'], ['VV', 'EPT', 'ECS', 'SS']]"
662,00:50:34.906,"[['인사/NNG', '하/XSV', '려고/ECD'], ['오/VV', '았/EPT', '지/EFN']]","[['NNG', 'XSV', 'ECD'], ['VV', 'EPT', 'EFN']]"
663,00:50:40.078,"[['저/NP'], ['가요/NNG']]","[['NP'], ['NNG']]"
664,00:50:48.211,"[['[/SS'], ['살짝/MAG'], ['웃/VV', '는/EPT', '다/ECS', ']/SS']]","[['SS'], ['MAG'], ['VV', 'EPT', 'ECS', 'SS']]"
665,00:50:52.466,"[['[/SS'], ['채소/NNG', '를/JKO'], ['탁탁/MAG'], ['다듬/VV', '는/EPT', '다/ECS', ']/SS']]","[['SS'], ['NNG', 'JKO'], ['MAG'], ['VV', 'EPT', 'ECS', 'SS']]"
666,00:51:10.609,"[['[/SS'], ['긴장/NNG', '되/XSV', '는/ETD'], ['음악/NNG', ']/SS']]","[['SS'], ['NNG', 'XSV', 'ETD'], ['NNG', 'SS']]"
667,00:51:14.321,"[['아저씨/NNG', ',/SP'], ['누구/NP'], ['세요/NNP', '?/SF'], ['[/SS'], ['긴장/NNG', '되/XSV', '는/ETD'], ['효과음/NNG', ']/SS']]","[['NNG', 'SP'], ['NP'], ['NNP', 'SF'], ['SS'], ['NNG', 'XSV', 'ETD'], ['NNG', 'SS']]"
668,00:51:25.123,"[['(/SS'], ['저승사자/NNG', ')/SS'], ['느/VV', '어/ECS'], ['나/NP', '가/JKS'], ['보이/VV', '어/ECS', '?/SF']]","[['SS'], ['NNG', 'SS'], ['VV', 'ECS'], ['NP', 'JKS'], ['VV', 'ECS', 'SF']]"
669,00:51:27.459,"[['[/SS'], ['놀라/VV', '는/ETD'], ['숨소리/NNG', ']/SS']]","[['SS'], ['VV', 'ETD'], ['NNG', 'SS']]"
670,00:51:29.795,"[['(/SS'], ['어리/VA', 'ㄴ/ETD'], ['은/JX'], ['탁/MAG', ')/SS'], ['아/VV', '아/ECS', ',/SP'], ['목도리/NNG', ',/SP'], ['목도리/NNG'], ['안/MAG'], ['하/VV', '었/EPT', '다/ECS'], ['엄마/NNG', '하/XSV', 'ㄴ/ETD'], ['테/NNM'], ['혼나/VV', '겠/EPT', '다/EFN']]","[['SS'], ['VA', 'ETD'], ['JX'], ['MAG', 'SS'], ['VV', 'ECS', 'SP'], ['NNG', 'SP'], ['NNG'], ['MAG'], ['VV', 'EPT', 'ECS'], ['NNG', 'XSV', 'ETD'], ['NNM'], ['VV', 'EPT', 'EFN']]"
671,00:51:34.007,"[['(/SS'], ['저승사자/NNG', ')/SS'], ['하/VV', '었/EPT', '는데/ECD', ',/SP'], ['목도리/NNG']]","[['SS'], ['NNG', 'SS'], ['VV', 'EPT', 'ECD', 'SP'], ['NNG']]"
672,00:51:36.676,"[['여기/NP', '가/JKS'], ['지/NNG'], ['연희/NNG'], ['씨/NNB'], ['댁/NNG', '이/VCP', '지/EFN', '?/SF']]","[['NP', 'JKS'], ['NNG'], ['NNG'], ['NNB'], ['NNG', 'VCP', 'EFN', 'SF']]"
673,00:51:39.513,"[['병원/NNG', '에/JKM'], ['안/MAG'], ['계시/VV', '어서/ECD'], ['오/VV', '았/EPT', '거든/EFN']]","[['NNG', 'JKM'], ['MAG'], ['VV', 'ECD'], ['VV', 'EPT', 'EFN']]"
674,00:51:42.182,"[['(/SS'], ['저승사자/NNG', ')/SS'], ['근데/MAG']]","[['SS'], ['NNG', 'SS'], ['MAG']]"
675,00:51:43.850,"[['[/SS'], ['놀라/VV', '는/ETD'], ['숨소리/NNG', ']/SS'], ['너/NP', '는/JX'], ['어째서/MAG'], ['태어나/VV', '지/ECD'], ['못하/VX', '었/EPT', '을/ETD'], ['애가/NNG', '.../SE']]","[['SS'], ['VV', 'ETD'], ['NNG', 'SS'], ['NP', 'JX'], ['MAG'], ['VV', 'ECD'], ['VX', 'EPT', 'ETD'], ['NNG', 'SE']]"
676,00:51:54.653,"[['너/NP'], ['혹시/MAG'], ['올해/NNG'], ['아홉/NR'], ['살/NNM'], ['되/VV', '었/EPT', '니/EFQ', '?/SF']]","[['NP'], ['MAG'], ['NNG'], ['NR'], ['NNM'], ['VV', 'EPT', 'EFQ', 'SF']]"
677,00:51:57.739,"[['[/SS'], ['겁/NNG'], ['먹/VV', '은/ETD'], ['숨소리/NNG', ']/SS']]","[['SS'], ['NNG'], ['VV', 'ETD'], ['NNG', 'SS']]"
678,00:51:59.074,"[['아저씨/NNG'], ['목/NNG', '소리/NNG'], ['하나/NR', '도/JX'], ['안/MAG'], ['들리/VV', '는데/ECD', '?/SF']]","[['NNG'], ['NNG', 'NNG'], ['NR', 'JX'], ['MAG'], ['VV', 'ECD', 'SF']]"
679,00:52:02.577,"[['(/SS'], ['저승사자/NNG', ')/SS'], ['그런데/MAC']]","[['SS'], ['NNG', 'SS'], ['MAC']]"
680,00:52:04.788,"[['여기/NP', '는/JX'], ['어쩌/VV', 'ㄴ/ETD'], ['일/NNG', '이/VCP', '세요/EFN', '?/SF']]","[['NP', 'JX'], ['VV', 'ETD'], ['NNG', 'VCP', 'EFN', 'SF']]"
681,00:52:06.790,"[['[/SS'], ['흥미/NNG'], ['진진/XR', '하/XSA', 'ㄴ/ETD'], ['음악/NNG', ']/SS']]","[['SS'], ['NNG'], ['XR', 'XSA', 'ETD'], ['NNG', 'SS']]"
682,00:52:09.292,"[['(/SS'], ['삼신/NNG', ')/SS'], ['가/VV', '아/ECS', ',/SP'], ['이/MDT'], ['아이/NNG', '는/JX'], ['놔두/VV', '고/ECE']]","[['SS'], ['NNG', 'SS'], ['VV', 'ECS', 'SP'], ['MDT'], ['NNG', 'JX'], ['VV', 'ECE']]"
683,00:52:11.461,"[['(/SS'], ['어리/VA', 'ㄴ/ETD'], ['은/JX'], ['탁/MAG', ')/SS'], ['할머니/NNG', '!/SF']]","[['SS'], ['VA', 'ETD'], ['JX'], ['MAG', 'SS'], ['NNG', 'SF']]"
684,00:52:17.968,"[['(/SS'], ['저승사자/NNG', ')/SS'], ['이거/NP'], ['업무/NNG'], ['방해/NNG', '이/VCP', '에요/EFN']]","[['SS'], ['NNG', 'SS'], ['NP'], ['NNG'], ['NNG', 'VCP', 'EFN']]"
685,00:52:20.011,"[['(/SS'], ['삼신/NNG', ')/SS'], ['업무/NNG'], ['방해/NNG'], ['같/VA', '은/ETD'], ['소리/NNG'], ['하/VV', '고/ECE'], ['있/VXV', '다/EFN']]","[['SS'], ['NNG', 'SS'], ['NNG'], ['NNG'], ['VA', 'ETD'], ['NNG'], ['VV', 'ECE'], ['VXV', 'EFN']]"
686,00:52:22.097,"[['언제/MAG'], ['적/NNG'], ['일/NNG', '을/JKO'], ['지금/NNG', '에/JKM'], ['오/VV', '아서/ECD'], ['하/VV', '고/ECE'], ['있/VXV', '어/ECD', '?/SF']]","[['MAG'], ['NNG'], ['NNG', 'JKO'], ['NNG', 'JKM'], ['VV', 'ECD'], ['VV', 'ECE'], ['VXV', 'ECD', 'SF']]"
687,00:52:24.015,"[['(/SS'], ['저승사자/NNG', ')/SS'], ['지금/NNG', '이/VCP', '라도/ECD'], ['하/VV', '게/ECD'], ['되/VV', '었/EPT', '으니/ECD'], ['다행/NNG', '이/VCP', '죠/EFN']]","[['SS'], ['NNG', 'SS'], ['NNG', 'VCP', 'ECD'], ['VV', 'ECD'], ['VV', 'EPT', 'ECD'], ['NNG', 'VCP', 'EFN']]"
688,00:52:25.851,"[['저/VV', '어/ECS'], ['지금/NNG'], ['시간/NNG'], ['없/VA', '어요/EFN']]","[['VV', 'ECS'], ['NNG'], ['NNG'], ['VA', 'EFN']]"
689,00:52:27.811,"[['그거/NP', '야/JX'], ['네/MDN'], ['사정/NNG', '이/VCP', '고/ECE']]","[['NP', 'JX'], ['MDN'], ['NNG', 'VCP', 'ECE']]"
690,00:52:29.437,"[['이/MDT'], ['아이/NNG', '가/JKS'], ['명부/NNG', '에/JKM'], ['있/VV', '어/ECD', '?/SF']]","[['MDT'], ['NNG', 'JKS'], ['NNG', 'JKM'], ['VV', 'ECD', 'SF']]"
691,00:52:31.314,"[['(/SS'], ['삼신/NNG', ')/SS'], ['그때/NNG'], ['그/MDT'], ['아이/NNG', '는/JX'], ['무명/NNG', '이/VCP', '었/EPT', '지만/ECE']]","[['SS'], ['NNG', 'SS'], ['NNG'], ['MDT'], ['NNG', 'JX'], ['NNG', 'VCP', 'EPT', 'ECE']]"
692,00:52:33.358,"[['지금/MAG'], ['이/MDT'], ['아이/NNG', '는/JX'], ['이름/NNG', '이/JKS'], ['있/VV', '어/ECD']]","[['MAG'], ['MDT'], ['NNG', 'JX'], ['NNG', 'JKS'], ['VV', 'ECD']]"
693,00:52:35.193,"[['이/MDT'], ['아이/NNG'], ['이름/NNG'], ['적히/VV', 'ㄴ/ETD'], ['명부/NNG'], ['있/VV', '으면/ECD'], ['갖/VV', '고/ECE'], ['오/VV', '아/ECS'], ['보/VV', '아/ECS']]","[['MDT'], ['NNG'], ['NNG'], ['VV', 'ETD'], ['NNG'], ['VV', 'ECD'], ['VV', 'ECE'], ['VV', 'ECS'], ['VV', 'ECS']]"
694,00:52:38.780,"[['그럼/MAG'], ['내가/NNG'], ['내주/VV', 'ㄹ/ETD'], ['터/NNB', '이/VCP', '니까/ECD']]","[['MAG'], ['NNG'], ['VV', 'ETD'], ['NNB', 'VCP', 'ECD']]"
695,00:52:40.323,"[['(/SS'], ['저승사자/NNG', ')/SS'], ['명/XPN', '부계/NNG', '의/JKG'], ['협조/NNG'], ['받으/VV', '려면/ECE'], ['9/NR', '년/NNM'], ['치/NNB'], ['증빙/NNG'], ['다/MAG'], ['올리/VV', '어야/ECD'], ['되/VV', '어요/EFN']]","[['SS'], ['NNG', 'SS'], ['XPN', 'NNG', 'JKG'], ['NNG'], ['VV', 'ECE'], ['NR', 'NNM'], ['NNB'], ['NNG'], ['MAG'], ['VV', 'ECD'], ['VV', 'EFN']]"
696,00:52:44.744,"[['알/VV', '시/EPH', 'ㄹ/ETD'], ['만하/VXA', 'ㄴ/ETD'], ['분/NNB', '이/JKS', '.../SE']]","[['VV', 'EPH', 'ETD'], ['VXA', 'ETD'], ['NNB', 'JKS', 'SE']]"
697,00:52:49.749,"[['[/SS'], ['한숨/NNG', ']/SS']]","[['SS'], ['NNG', 'SS']]"
698,00:52:53.378,"[['[/SS'], ['놀라/VV', '는/ETD'], ['숨소리/NNG', ']/SS']]","[['SS'], ['VV', 'ETD'], ['NNG', 'SS']]"
699,00:52:56.214,"[['또/MAG'], ['보/VV', '자/ECE']]","[['MAG'], ['VV', 'ECE']]"
700,00:52:58.466,"[['꼬마/NNG', '야/JKI']]","[['NNG', 'JKI']]"
701,00:53:01.761,"[['[/SS'], ['신비/NNG', '롭/XSA', 'ㄴ/ETD'], ['효과음/NNG', ']/SS']]","[['SS'], ['NNG', 'XSA', 'ETD'], ['NNG', 'SS']]"
702,00:53:04.890,"[['[/SS'], ['어리/VA', 'ㄴ/ETD'], ['은/JX'], ['탁/MAG', '이/JX'], ['훌쩍이/VV', 'ㄴ다/ECS', ']/SS']]","[['SS'], ['VA', 'ETD'], ['JX'], ['MAG', 'JX'], ['VV', 'ECS', 'SS']]"
703,00:53:06.224,"[['할머니/NNG', ',/SP'], ['엄마/NNG'], ['가요/NNG']]","[['NNG', 'SP'], ['NNG'], ['NNG']]"
704,00:53:08.768,"[['알/VV', '아/ECD']]","[['VV', 'ECD']]"
705,00:53:10.145,"[['그/VV', '건/ECE'], ['하/VV', 'ㄹ/ETD'], ['수/NNB'], ['없/VA', '어/ECD', ',/SP'], ['너/NP', '나/JX'], ['살/VV', '아/ECD']]","[['VV', 'ECE'], ['VV', 'ETD'], ['NNB'], ['VA', 'ECD', 'SP'], ['NP', 'JX'], ['VV', 'ECD']]"
706,00:53:12.898,"[['(/SS'], ['삼신/NNG', ')/SS'], ['얼른/MAG'], ['이사/NNG'], ['가야/NNG'], ['되/VV', '어/ECS', ',/SP'], ['3/NR', '일/NNM'], ['안/NNG', '에/JKM']]","[['SS'], ['NNG', 'SS'], ['MAG'], ['NNG'], ['NNG'], ['VV', 'ECS', 'SP'], ['NR', 'NNM'], ['NNG', 'JKM']]"
707,00:53:15.275,"[['그리하/VV', '여야/ECD'], ['널/NNG'], ['못/MAG'], ['찾/VV', '아/ECD']]","[['VV', 'ECD'], ['NNG'], ['MAG'], ['VV', 'ECD']]"
708,00:53:17.861,"[['저승사자/NNG', '랑/JC'], ['눈/NNG', '이/JKS'], ['마주치/VV', '어서/ECD'], ['여기/NP', '서/JKM', '는/JX'], ['더/MAG'], ['살/VV', '면/ECE'], ['안/MAG'], ['되/VA', '어/ECS']]","[['NNG', 'JC'], ['NNG', 'JKS'], ['VV', 'ECD'], ['NP', 'JKM', 'JX'], ['MAG'], ['VV', 'ECE'], ['MAG'], ['VA', 'ECS']]"
709,00:53:21.907,"[['이사/NNG'], ['가면/NNG'], ['못/MAG'], ['찾/VV', '아요/EFN', '?/SF']]","[['NNG'], ['NNG'], ['MAG'], ['VV', 'EFN', 'SF']]"
710,00:53:24.576,"[['못/MAG'], ['찾/VV', '아/ECD']]","[['MAG'], ['VV', 'ECD']]"
711,00:53:26.161,"[['그래서/MAG'], ['집터/NNG', '가/JKS'], ['중요/NNG', '하/XSV', 'ㄴ/ETD'], ['그/VV', '어야/ECD']]","[['MAG'], ['NNG', 'JKS'], ['NNG', 'XSV', 'ETD'], ['VV', 'ECD']]"
712,00:53:31.416,"[['오늘/NNG'], ['자정/NNG', '이/JKS'], ['지나/VV', '면/ECE'], ['장례식/NNG'], ['장/NNG', '에/JKM']]","[['NNG'], ['NNG', 'JKS'], ['VV', 'ECE'], ['NNG'], ['NNG', 'JKM']]"
713,00:53:35.003,"[['남자/NNG'], ['하나/NNG', '에/JKM'], ['여자/NNG'], ['둘/NNG', '이/JKS'], ['널/NNG'], ['찾아오/VV', 'ㄹ/ETD'], ['그/VV', '어야/ECD']]","[['NNG'], ['NNG', 'JKM'], ['NNG'], ['NNG', 'JKS'], ['NNG'], ['VV', 'ETD'], ['VV', 'ECD']]"
714,00:53:37.923,"[['그것/NP', '들/XSN'], ['따라가/VV']]","[['NP', 'XSN'], ['VV']]"
715,00:53:42.594,"[['고생/NNG', '은/JX'], ['좀/MAG'], ['하/VV', '겠/EPT', '지만/ECE']]","[['NNG', 'JX'], ['MAG'], ['VV', 'EPT', 'ECE']]"
716,00:53:45.430,"[['다른/MDT'], ['선택/NNG', '이/JKS'], ['없/VA', '다/ECS', ',/SP'], ['널/VV', 'ㄴ/ETD']]","[['MDT'], ['NNG', 'JKS'], ['VA', 'ECS', 'SP'], ['VV', 'ETD']]"
