chunckID,start_time,subtitles
751,00:56:15.371,"['(학생2)\n', '난 귀신보다 쟤가 더 무서워\n', '\n']"
752,00:56:17.457,"['귀신은 눈에 안 보이기라도 하지\n', '\n']"
753,00:56:20.001,"['저 봐, 다 들리면서\n', '안 들리는 척하는 거\n', '\n']"
754,00:56:37.519,"['(귀신3)\n', '얘\n', '\n']"
755,00:56:41.481,"['얘, 너 도깨비 신부라며?\n', '\n']"
756,00:56:43.149,"['[신비로운 효과음]\n', '\n']"
757,00:56:44.400,"['[은탁이 흥얼거린다]\n', '\n']"
758,00:56:45.360,"['너 나 보이잖아\n', '\n']"
759,00:56:46.277,"['[신비로운 효과음]\n', '\n']"
760,00:56:48.404,"['너 나랑 같이 가자\n', '나 너무 외롭고 쓸쓸해서 그래, 어?\n', '\n']"
761,00:56:51.241,"['[신비로운 효과음]\n', '\n']"
762,00:56:52.283,"['야, 너 왜 자꾸 나 안 보이는 척해?\n', '\n']"
763,00:56:55.161,"['나쁜 년아!\n', '\n']"
764,00:56:58.164,"['[은탁의 놀라는 숨소리]\n', '\n']"
765,00:56:59.332,"['아, 아, 비주얼 진짜\n', '\n']"
766,00:57:01.543,"['[은탁의 거친 숨소리]\n', '\n']"
767,00:57:02.669,"['(귀신3)\n', '봐, 다 보이면서\n', '\n']"
768,00:57:05.672,"['[귀신3의 웃음]\n', '\n']"
769,00:57:07.132,"['[귀신3의 놀라는 숨소리]\n', '\n']"
770,00:57:09.050,"['너 정말이구나\n', '\n']"
771,00:57:11.052,"['저, 저, 미, 미안해, 미안했어, 미안해\n', '\n']"
772,00:57:14.264,"['[신비로운 효과음]\n', '\n']"
773,00:57:16.683,"['뭐야? 뭔 사과를 앞도 뒤도 없이 해?\n', '\n']"
774,00:57:22.522,"['[감성적인 음악]\n', '\n']"
775,00:59:11.631,"['[토치를 탁 켠다]\n', '\n']"
776,00:59:15.802,"['(유 회장)\n', '불도 안 켜시고\n', '\n']"
777,00:59:18.012,"['[토치를 탁 끈다]\n', '[김신의 멋쩍은 숨소리]\n', '\n']"
778,00:59:19.514,"['생각이 깊었었네\n', '\n']"
779,00:59:24.143,"['(유 회장)\n', '니스에서 거처하실 곳입니다\n', '\n']"
780,00:59:30.692,"['[잔잔한 음악]\n', '\n']"
781,00:59:34.153,"['그새\n', '\n']"
782,00:59:35.530,"['(유 회장)\n', '예, 그리됐습니다\n', '\n']"
783,00:59:41.411,"['덕화가 벌써 스물다섯인 걸요\n', '\n']"
784,00:59:44.956,"['여기저기 선 좀 보라 일렀으니\n', '\n']"
785,00:59:47.584,"['이달 말쯤 가시지요\n', '\n']"
786,00:59:55.758,"['지금 떠나신다면\n', '\n']"
787,00:59:59.470,"['제 생전에 다시는 못 뵙게 되겠지요?\n', '\n']"
788,01:00:09.939,"['모든 순간\n', '\n']"
789,01:00:13.359,"['고마웠네\n', '\n']"
790,01:00:16.321,"['다시 돌아오셨을 때는\n', '덕화가 있을 것입니다, 예\n', '\n']"
791,01:00:24.370,"['[도어 록 조작음]\n', '\n']"
792,01:00:25.622,"['(유 회장)\n', '아이고, 이거 내가\n', '\n']"
793,01:00:26.831,"['자꾸 열쇠를 깜빡깜빡해서\n', '[도어 록 작동음]\n', '\n']"
794,01:00:29.834,"['신식으로 바꿨습니다\n', '[문이 달칵 여닫힌다]\n', '\n']"
795,01:00:31.961,"['[유 회장의 웃음]\n', '\n']"
796,01:00:33.421,"['(덕화)\n', '할아버지, 삼촌\n', '\n']"
797,01:00:35.632,"['[덕화의 탄성]\n', '\n']"
798,01:00:37.800,"['삼촌 여기 있네\n', '\n']"
799,01:00:39.344,"['내가 그렇게 데리러 좀 와 달라고\n', '부탁했는데\n', '\n']"
800,01:00:42.513,"['그냥 여기 있었네\n', '\n']"
801,01:00:45.016,"['(유 회장)\n', '어른들 말씀 중에는 끼어들지 말라고!\n', '\n']"
802,01:00:48.770,"['(덕화)\n', '할아버지, 내 카드 끊었어?\n', '\n']"
803,01:00:50.271,"['할아버지가 끊은 거 맞지?\n', '\n']"
804,01:00:52.190,"['(유 회장)\n', '내 비서가 끊었다, 이놈아\n', '\n']"
805,01:00:54.025,"['(덕화)\n', '아, 나 지금\n', '완전 개쪽 당하고 왔단 말이야\n', '\n']"
806,01:00:56.152,"['내가 어떻게 꼬셨는데\n', '\n']"
807,01:00:57.654,"['이럴 거면 나 재벌 3세 왜 만들었...\n', '\n']"
808,01:01:02.992,"['삼촌, 어디 가?\n', '\n']"
809,01:01:07.163,"['어디 가는데?\n', '\n']"
810,01:01:08.081,"['(유 회장)\n', '[탁자를 탁탁 치며]\n', '아, 말버릇 좀 고치라지 않았어?\n', '\n']"
811,01:01:10.958,"['아, 할아버지는 가만 계셔 봐\n', '\n']"
812,01:01:14.170,"['(덕화)\n', '혹시 그거야?\n', '\n']"
813,01:01:15.296,"['삼촌 신부 찾는다는 그거?\n', '\n']"
814,01:01:17.256,"['아니, 이 사람아\n', '\n']"
815,01:01:18.257,"['국제결혼 하러 가면 간다고\n', '왜 말을 못 해?\n', '\n']"
816,01:01:20.551,"['왜 말을 못 하냐고!\n', '\n']"
817,01:01:23.388,"['[한숨]\n', '\n']"
818,01:01:24.889,"['돌아오면 이 아이가 있단 말이지?\n', '\n']"
819,01:01:27.141,"['삼촌, 정확히\n', '몇 날 몇 시, 언제 가는데?\n', '\n']"
820,01:01:30.561,"['[자명종이 울린다]\n', '\n']"
821,01:01:39.612,"['[자명종이 뚝 멈춘다]\n', '\n']"
822,01:01:41.406,"['[발랄한 음악]\n', '\n']"
823,01:01:46.786,"['[물을 조르르 붓는다]\n', '\n']"
824,01:01:52.125,"['[밥솥 뚜껑을 탁 닫는다]\n', '\n']"
825,01:01:54.669,"['[국이 보글보글 끓는다]\n', '\n']"
826,01:02:16.065,"['아침 드세요, 남자 하나에 여자 두 분\n', '\n']"
827,01:02:20.653,"['[뚜껑을 달그락 닫는다]\n', '\n']"
828,01:02:22.655,"['밥 드시라고요!\n', '\n']"
829,01:02:25.408,"['(경미)\n', '야, 닥쳐, 골 울려\n', '\n']"
830,01:02:28.119,"['그깟 밥상 하나 차리면서 유세는\n', '하여간 진짜\n', '\n']"
831,01:02:31.831,"['(경식)\n', '웬 미역국?\n', '\n']"
832,01:02:33.458,"['오늘 누구 생일이야?\n', '\n']"
833,01:02:34.834,"['(경미)\n', '대박, 쟤 지금 자기 생일이라고\n', '미역국 끓인 거야?\n', '\n']"
834,01:02:38.254,"['맞네\n', '\n']"
835,01:02:39.756,"['(은탁 이모)\n', '아유, 자기 엄마 잡아먹고 태어난 날이\n', '\n']"
836,01:02:42.216,"['뭐가 그렇게 자랑스러워서\n', '그걸 챙기고 자빠졌어?\n', '\n']"
837,01:02:44.969,"['배운 게 없으니 창피한지도 모르지?\n', '\n']"
838,01:02:47.096,"['(경미)\n', '엄마한테 배웠네\n', '\n']"
839,01:02:48.681,"['얘가 엄마한테서 큰 게 10년인데?\n', '\n']"
840,01:02:50.641,"['(은탁 이모)\n', '밥이나 처먹어\n', '\n']"
841,01:02:51.809,"['[그릇을 달그락 내려놓는다]\n', '\n']"
842,01:02:53.269,"['생일 축하 감사합니다, 이모\n', '\n']"
843,01:02:54.937,"['[은탁 이모의 어이없는 숨소리]\n', '\n']"
844,01:02:56.647,"['[헛웃음]\n', '\n']"
845,01:02:58.149,"['이래서 머리 검은 짐승은\n', '거두는 게 아니랬는데\n', '\n']"
846,01:03:01.068,"['(은탁 이모)\n', '다정도 병이지, 내가\n', '\n']"
847,01:03:02.737,"['아유, 죽은 년만 불쌍하지\n', '\n']"
848,01:03:05.031,"['기껏 미혼모로 키워 놨더니\n', '\n']"
849,01:03:06.741,"['그건 좀 너무 말이 심하시고요\n', '\n']"
850,01:03:08.701,"['[은탁이 가방 지퍼를 직 닫는다]\n', '심하긴 뭐가 심해?\n', '\n']"
851,01:03:10.995,"['(은탁 이모)\n', '너한테는 엄마지만 나한테는 언니거든?\n', '\n']"
852,01:03:13.080,"['(은탁)\n', '그러니까요, 마음으로나 촌수로나\n', '제가 더 가깝거든요\n', '\n']"
853,01:03:16.292,"['(경미)\n', '엄마는 엄마가 무슨 말 하는지\n', '알고나 하는 거야?\n', '\n']"
854,01:03:18.127,"['넌 밥이나 처먹어\n', '\n']"
855,01:03:20.129,"['너 지금 어디 도망가?\n', '\n']"
856,01:03:22.089,"['[신발을 쓱 신으며]\n', '도망가는 게 아니라 학교 가는 건데요\n', '\n']"
857,01:03:32.266,"['(경식)\n', '우산 갖고 가면 뒈진다\n', '\n']"
858,01:03:34.936,"['(은탁 이모)\n', '학교 끝나고 통장 갖고 은행으로 와\n', '\n']"
859,01:03:37.146,"['오늘도 안 갖고 오면\n', '어떻게 될지 알지?\n', '\n']"
860,01:03:39.482,"['나한테 통장 없다니까요\n', '\n']"
861,01:03:41.359,"['도대체 몇 번을 얘기해야...\n', '\n']"
862,01:03:47.740,"['(은탁 이모)\n', '그럼 그 통장이 어디 있는데?\n', '\n']"
863,01:03:49.534,"['네 엄마 보험금 어디 있냐고!\n', '\n']"
864,01:03:56.499,"['그걸 내가 어떻게 알아요?\n', '\n']"
865,01:03:59.502,"['이모가 다 뺏어 갔잖아요\n', '전세금까지 다 빼 갔잖아요!\n', '\n']"
866,01:04:04.006,"['(은탁 이모)\n', '아유, 뭐 이렇게 말이 많아\n', '아침부터, 아유\n', '\n']"
867,01:04:07.552,"['잔말 말고 갖고 와\n', '얻어터지기 싫으면\n', '\n']"
868,01:04:10.346,"['가방에 잘 있던 통장이\n', '은행만 가면 없는데\n', '\n']"
869,01:04:12.598,"['그럼 네가 아니면 누구야?\n', '\n']"
870,01:04:13.933,"['(경미)\n', '저년 귀신 들린 거 맞다니까\n', '\n']"
871,01:04:17.395,"['그래, 네 등 뒤에 귀신 붙었다\n', '\n']"
872,01:04:19.939,"['뭐? 미친, 야!\n', '\n']"
873,01:04:31.993,"['[차분한 음악]\n', '\n']"
874,01:04:57.268,"['""생일 축하합니다""\n', '\n']"
875,01:05:32.053,"['(유 회장)\n', '한데요, 나리\n', '\n']"
876,01:05:34.805,"['이번에도 혼자 떠나시는지요?\n', '\n']"
877,01:05:40.102,"['(김신)\n', '그리되었네\n', '\n']"
878,01:05:42.396,"['내가 만난 그 어떤 여인도\n', '검을 보지 못하니\n', '\n']"
879,01:05:45.942,"['전 다행인데요\n', '\n']"
880,01:05:48.527,"['(유 회장)\n', '검 때문에 고통을 받으실 때는\n', '\n']"
881,01:05:51.572,"['빨리 신부가 나타났으면 좋겠고\n', '\n']"
882,01:05:55.493,"['또 이리 뵐 때는\n', '아무도 몰랐으면 좋겠고\n', '\n']"
883,01:05:59.538,"['[웃으며]\n', '그저 인간의 욕심이지요\n', '\n']"
884,01:06:06.212,"['(김신)\n', '나도 다행일세\n', '\n']"
885,01:06:09.298,"['자네가 아직 곁에 있고\n', '\n']"
886,01:06:11.801,"['술도 넉넉하고\n', '\n']"
887,01:06:14.637,"['오늘 밤은 일단은 살아 보고 싶네\n', '\n']"
888,01:06:17.848,"['[살짝 웃는다]\n', '\n']"
889,01:06:20.685,"['짠 할까요?\n', '\n']"
890,01:06:22.520,"['[살짝 웃는다]\n', '\n']"
891,01:06:27.024,"['[함께 웃는다]\n', '\n']"
892,01:06:42.873,"['[파도가 철썩인다]\n', '\n']"
893,01:06:54.552,"['제가 아홉 살 때\n', '\n']"
894,01:06:56.220,"['이런 거 절대 안 하겠다고\n', '마음먹었는데요\n', '\n']"
895,01:06:58.764,"['너무 급해서 그러는 거니까\n', '이해 부탁드려요\n', '\n']"
896,01:07:04.270,"['알바 좀 꼭 구하게 해 주시고요\n', '이모네 식구 좀 어떻게 해 주시고\n', '\n']"
897,01:07:07.481,"['저 남자 친구도\n', '꼭 좀 생기게 해 주세요, 제발\n', '\n']"
898,01:07:10.067,"['[의미심장한 효과음]\n', '\n']"
899,01:07:15.364,"['(은탁)\n', '알바 꼭 구하게 해 주시고\n', '이모네 식구 좀 어떻게 해 주시고\n', '\n']"
900,01:07:18.743,"['거지 같은 상황에서 저 좀 어떻게...\n', '\n']"
901,01:07:21.454,"['10원어치라도 제발\n', '\n']"
902,01:07:23.330,"['[한숨]\n', '\n']"
903,01:07:28.377,"['나 뭐 하냐?\n', '\n']"
904,01:07:31.005,"['누구한테 비냐?\n', '\n']"
905,01:07:32.965,"['신이 어디 있다고\n', '\n']"
906,01:07:34.258,"['[하늘이 콰르릉거린다]\n', '\n']"
907,01:07:39.388,"['[입바람을 후후 분다]\n', '\n']"
908,01:07:43.392,"['[의미심장한 효과음]\n', '\n']"
909,01:07:46.437,"['[발랄한 음악]\n', '\n']"
910,01:07:48.564,"['설마 여기서 비까지 오는 건가요?\n', '\n']"
911,01:07:52.109,"['(은탁)\n', '[울먹이며]\n', '이건 소나기인가요, 장마인가요?\n', '\n']"
912,01:07:55.362,"['비가 그치기는 하는 건가요?\n', '\n']"
913,01:07:58.324,"['우산도 두 개밖에 없는데\n', '왜 비는 자꾸 오고 난리신데요!\n', '\n']"
914,01:08:04.163,"['[흐느낀다]\n', '\n']"
915,01:08:05.372,"['(김신)\n', '너야?\n', '[은탁의 놀라는 숨소리]\n', '\n']"
916,01:08:06.707,"['어머, 깜짝이야\n', '\n']"
917,01:08:11.754,"['저요?\n', '\n']"
918,01:08:18.010,"['[은탁의 헛기침]\n', '\n']"
919,01:08:20.763,"['(은탁)\n', '저요?\n', '\n']"
920,01:08:23.432,"['저한테 말 거신 거예요?\n', '\n']"
921,01:08:25.893,"['어, 너, 너야?\n', '\n']"
922,01:08:29.063,"['뭐가요?\n', '\n']"
923,01:08:29.980,"['날 불러낸 게 너냐고\n', '\n']"
924,01:08:31.357,"['제가요? 저 안 불렀는데요\n', '\n']"
925,01:08:33.192,"['네가 불렀어\n', '\n']"
926,01:08:35.111,"['대체 날 어떻게 불러낸 거야?\n', '\n']"
927,01:08:36.570,"['(은탁)\n', '제가 어떻게요?\n', '\n']"
928,01:08:38.239,"['저 진짜 안 불렀다니까요\n', '\n']"
929,01:08:39.698,"['네가 불렀어, 분명\n', '\n']"
930,01:08:41.534,"['생각해, 어떻게 불렀는지\n', '\n']"
931,01:08:43.244,"['절실하게?\n', '\n']"
932,01:08:46.997,"['제가 부른 게 아니고요\n', '그냥 제 눈에 아저씨가 보이는 거예요\n', '\n']"
933,01:08:51.627,"['지난번에 거리에서\n', '실수로 눈 마주쳐 가지고\n', '\n']"
934,01:08:54.421,"['[의미심장한 효과음]\n', '\n']"
935,01:08:56.465,"['그 아저씨 맞죠?\n', '\n']"
936,01:08:58.759,"['무슨 말이야? 보인다는 게\n', '\n']"
937,01:08:59.969,"['아저씨 귀신이잖아요\n', '\n']"
938,01:09:01.679,"['제가 귀신을 보거든요\n', '\n']"
939,01:09:04.390,"['- 귀신 아니야\n', '- 처음에는 다들 그래요\n', '\n']"
940,01:09:10.354,"['너 대체 뭐야?\n', '\n']"
941,01:09:12.398,"['뭔데 보통은 보여야 되는 게\n', '아무것도 안 보여?\n', '\n']"
942,01:09:14.942,"['뭐가 보여야 되는데요?\n', '\n']"
943,01:09:16.569,"['스무 살, 서른 살, 너의 미래\n', '\n']"
944,01:09:18.863,"['없나 보죠, 미래가\n', '\n']"
945,01:09:23.033,"['(은탁)\n', '근데 아저씨는 죽기 전에\n', '뭐, 무당이었어요?\n', '\n']"
946,01:09:26.245,"['아니면 사기꾼?\n', '\n']"
947,01:09:27.580,"['[익살스러운 음악]\n', '\n']"
948,01:09:28.747,"['미래 같은 소리 한다\n', '\n']"
949,01:09:30.291,"['뭐, 뭐? 무슨, 무슨 꾼?\n', '\n']"
950,01:09:32.251,"['좋은 곳으로 가세요\n', '\n']"
951,01:09:33.752,"['(은탁)\n', '오래 떠돌면 안 좋아요\n', '\n']"
952,01:09:39.216,"['근데 그 꽃은 뭐예요?\n', '\n']"
953,01:09:41.260,"['가라면서 왜 말 걸어?\n', '\n']"
954,01:09:42.636,"['(은탁)\n', '알았어요, 가세요\n', '\n']"
955,01:09:44.930,"['메밀꽃\n', '\n']"
956,01:09:46.056,"['[웃으며]\n', '그게, 그걸 묻는 게 아니잖아요\n', '\n']"
957,01:09:49.226,"['왜 들고 있냐고요?\n', '\n']"
958,01:09:51.145,"['(은탁)\n', '줘 봐요, 아저씨랑은 안 어울려요\n', '\n']"
959,01:09:54.732,"['[어이없는 숨소리]\n', '\n']"
960,01:09:55.941,"['처음 듣는 소리야\n', '진짜 처음이야, 진짜\n', '\n']"
961,01:10:00.237,"['줘도 돼요\n', '\n']"
962,01:10:02.489,"['오늘 제 생일이거든요\n', '\n']"
963,01:10:06.535,"['아주 우울한 생일\n', '\n']"
964,01:10:17.838,"['[감성적인 음악]\n', '\n']"
965,01:10:20.507,"['(은탁)\n', '난 주로 생일날 풀을 받네\n', '\n']"
966,01:10:23.928,"['아홉 살 때는 배추 받았거든요\n', '\n']"
967,01:10:28.682,"['근데 메밀꽃은\n', '\n']"
968,01:10:30.935,"['꽃말이 뭘까요?\n', '\n']"
969,01:10:32.770,"['연인\n', '\n']"
970,01:10:34.063,"['[파도가 철썩인다]\n', '\n']"
971,01:10:59.922,"['왜 울고 있었는데?\n', '\n']"
972,01:11:02.049,"['알바, 이모네 식구, 남자 친구\n', '셋 중에 뭐 때문에?\n', '\n']"
973,01:11:05.344,"['그걸 어떻게 알아요?\n', '\n']"
974,01:11:06.679,"['(김신)\n', '들렸어\n', '\n']"
975,01:11:07.930,"['들렸다는 게 무슨 뜻이에요?\n', '\n']"
976,01:11:11.100,"['누군가의 소원을\n', '들어주기도 하거든, 내가\n', '\n']"
977,01:11:13.519,"['누군가의 소원을 들어준다고요?\n', '\n']"
978,01:11:18.691,"['걔, 지니처럼? 뭐, 수호신 그런 거?\n', '\n']"
979,01:11:22.444,"['[익살스러운 음악]\n', '\n']"
980,01:11:23.362,"['진짜요? 어쩐지\n', '\n']"
981,01:11:26.031,"['(은탁)\n', '처음 봤을 때 다른 귀신들이랑은\n', '느낌이 좀 다르다 했어요\n', '\n']"
982,01:11:30.411,"['진짜 내 수호신이에요?\n', '\n']"
983,01:11:31.912,"['네 수호신이라고는 안 했어\n', '\n']"
984,01:11:33.372,"['우리 엄마가 그랬어요\n', '\n']"
985,01:11:35.165,"['사람들은 다 자기만의 사전을\n', '갖고 태어난다고\n', '\n']"
986,01:11:38.377,"['(은탁)\n', '내 사전에는\n', '\n']"
987,01:11:40.254,"[""아무리 뒤져도 '행복', '행운'\n"", '\n']"
988,01:11:43.757,"['그런 단어는 코빼기도 안 보이거든요\n', '\n']"
989,01:11:47.720,"['[코를 훌쩍인다]\n', '\n']"
990,01:11:48.762,"['제 말 무슨 뜻인지 알죠?\n', '\n']"
991,01:11:51.140,"['모르겠는데\n', '\n']"
992,01:11:52.099,"['(은탁)\n', '한 오백 정도 융통 안 되겠냐는 뜻이죠\n', '\n']"
993,01:11:55.936,"['현금 융통이 좀 어려우면\n', '이번 주 로또 번호라도 알려 줘라\n', '\n']"
994,01:11:59.732,"['그런 뜻도 포함이고\n', '\n']"
995,01:12:00.733,"['이번에 식구들한테 작별 인사 해\n', '\n']"
996,01:12:02.776,"['(김신)\n', '한동안 못 볼 거다\n', '\n']"
997,01:12:04.320,"['닭집 알바 열심히 하고, 붙을 거야\n', '\n']"
998,01:12:09.116,"['[신비로운 효과음]\n', '\n']"
999,01:12:11.785,"['(은탁)\n', '어? 저기요!\n', '\n']"
1000,01:12:14.455,"['제 남친은요?\n', '\n']"
1001,01:12:16.832,"['여보세요? 이보세요?\n', '\n']"
1002,01:12:20.127,"['아, 진짜 치사하게, 진짜\n', '\n']"
1003,01:12:36.727,"['구면이네?\n', '\n']"
1004,01:12:38.020,"['그런 면이 있네\n', '\n']"
1005,01:12:40.022,"['(저승사자)\n', '소문은 익히 들어서\n', '\n']"
1006,01:12:42.191,"['(김신)\n', '내 소문에는 거품이 좀 많아서\n', '\n']"
1007,01:12:44.943,"['내 집에는 어쩐 일로?\n', '\n']"
1008,01:12:47.279,"['여기 살아?\n', '\n']"
1009,01:12:48.364,"['(덕화)\n', '이 가구가 다 옵션이라\n', '딱 몸만 들어오시면...\n', '\n']"
1010,01:12:52.117,"['[덕화의 멋쩍은 웃음]\n', '\n']"
1011,01:12:53.952,"['언제 들어왔어, 삼촌?\n', '\n']"
1012,01:12:55.287,"['[김신이 찻잔을 달그락거린다]\n', '\n']"
1013,01:12:57.164,"['- 설명해\n', '- (덕화) 아니, 삼촌, 그게\n', '\n']"
1014,01:12:59.208,"['(덕화)\n', '어차피 20년은 비잖아, 여기가\n', '\n']"
1015,01:13:01.210,"['그래서 그 20년이면\n', '세가 얼마인가 하는\n', '\n']"
1016,01:13:03.545,"['그런 순수한 궁금증에서\n', '출발한 거거든, 나는\n', '\n']"
1017,01:13:07.174,"['너 저게 뭔지 알고 들인 거야?\n', '\n']"
1018,01:13:08.842,"['- 너 저거...\n', '- (덕화) 세입자님한테 저거라니!\n', '\n']"
1019,01:13:12.554,"['찻집 하신댔어\n', '\n']"
1020,01:13:15.516,"['(덕화)\n', '아, 죄송해요, 우리 삼촌이\n', '사회생활을 많이 안 해 봐서\n', '\n']"
1021,01:13:18.310,"['- (덕화) 커피 드세요\n', '- (저승사자) 어\n', '\n']"
1022,01:13:21.980,"['[저승사자가 차를 후룩 마신다]\n', '(덕화)\n', '그...\n', '\n']"
1023,01:13:23.857,"['[작은 목소리로]\n', '아직 돈 안 받았어\n', '\n']"
1024,01:13:25.359,"['(김신)\n', '마당에 새 차 있던데\n', '\n']"
1025,01:13:27.736,"['세입자님 차야\n', '\n']"
1026,01:13:28.779,"['(저승사자)\n', '내 차 아닌데? 돈은 이미 다\n', '\n']"
1027,01:13:32.866,"['줬고\n', '\n']"
1028,01:13:34.910,"['그렇게 된 사연이므로\n', '돈은 돌려줄 테니 그만 나가 주지\n', '\n']"
1029,01:13:37.663,"['그렇게 된 사연은 알겠으나\n', '\n']"
1030,01:13:39.790,"['이미 계약서에 도장을 다 찍어서\n', '\n']"
1031,01:13:43.252,"['[익살스러운 음악]\n', '\n']"
1032,01:13:46.296,"['[입바람을 후 분다]\n', '\n']"
1033,01:13:48.048,"['[저승사자의 한숨]\n', '중요한 서류는 아니었기를 바라\n', '\n']"
1034,01:13:50.384,"['(저승사자)\n', '방금 거는 복사본, 원본은 부동산에\n', '\n']"
1035,01:13:52.469,"['짐은 내일 들어올 거야\n', '손 없는 날이거든\n', '\n']"
1036,01:13:55.222,"['다 마셨으면 가\n', '\n']"
1037,01:13:56.723,"['내가 온정을 베푸는 건 커피까지야\n', '[저승사자의 코웃음]\n', '\n']"
1038,01:13:58.976,"['들어가서 짐이나 싸\n', '\n']"
1039,01:14:00.394,"['(저승사자)\n', '20년 치 짐이면 지금부터 싸도 늦어\n', '\n']"
1040,01:14:02.438,"['도깨비와 얼굴 붉히는 우를\n', '범해 보시겠다?\n', '\n']"
1041,01:14:06.984,"['사자와의 계약이 어떤 건지 잘 알 텐데\n', '\n']"
1042,01:14:09.319,"['(저승사자)\n', '이 집 대신\n', '방금 나간 그 친구 데려가도...\n', '\n']"
1043,01:14:14.533,"['할 수 없네\n', '\n']"
1044,01:14:15.659,"['(김신)\n', '빈방 많으니까 써\n', '내 집이다 생각하고\n', '\n']"
1045,01:14:18.370,"['- 내 집이야\n', '- 내 집이야\n', '\n']"
1046,01:14:21.415,"['도깨비 터에서\n', '도깨비를 쫓아낼 수 있으면\n', '\n']"
1047,01:14:23.250,"['어디 한번 파이팅\n', '\n']"
1048,01:14:34.303,"['[심오한 음악]\n', '\n']"
1049,01:14:43.937,"['(저승사자)\n', '야만적이기 이를 데 없군\n', '\n']"
1050,01:14:45.772,"['[고기를 쓱쓱 썰며]\n', '소문으로만 듣던 상스러운 식단이네\n', '\n']"
1051,01:14:49.651,"['[한숨]\n', '\n']"
1052,01:14:56.408,"['아, 실수\n', '\n']"
1053,01:14:59.703,"['내 거에 뿌린다는 게 그만\n', '\n']"
1054,01:15:01.205,"['[코웃음]\n', '\n']"
1055,01:15:02.915,"['[양념 통이 탁 빠진다]\n', '\n']"
1056,01:15:06.919,"['(김신)\n', '아, 나도 실수\n', '\n']"
1057,01:15:11.048,"['너한테 뿌린다는 게\n', '\n']"
1058,01:15:12.341,"['[포크를 달그락 내려놓는다]\n', '\n']"
1059,01:15:13.258,"['너?\n', '\n']"
1060,01:15:14.218,"['아까 호칭 정리된 거 아니었나?\n', '\n']"
1061,01:15:16.261,"['(김신)\n', '이거, 저거, 야, 너\n', '\n']"
1062,01:15:29.650,"['[은탁이 중얼거린다]\n', '\n']"
1063,01:15:46.250,"['연인?\n', '\n']"
1064,01:15:48.460,"['[은탁이 꽃을 바스락 만진다]\n', '\n']"
1065,01:15:52.965,"['[살짝 웃는다]\n', '\n']"
1066,01:15:54.466,"['치\n', '\n']"
1067,01:15:56.885,"['연인은 무슨\n', '\n']"
1068,01:15:58.637,"['[펜으로 쓱 긋는다]\n', '\n']"
1069,01:15:59.596,"['[발랄한 음악]\n', '\n']"
1070,01:16:11.608,"['""아르바이트""\n', '\n']"
1071,01:16:18.907,"['(은탁)\n', '안녕하세요\n', '\n']"
1072,01:16:20.325,"['[웃으며]\n', '사장님이시죠?\n', '\n']"
1073,01:16:22.369,"['[헛기침하며]\n', '아, 저는 지은탁이라고 하고요\n', '\n']"
1074,01:16:24.746,"['성격이 굉장히 밝고 긍정적이어서\n', '\n']"
1075,01:16:27.332,"['엄청 밝고 긍정적이어서\n', '\n']"
1076,01:16:28.959,"['밝고 긍정적이어서\n', '\n']"
1077,01:16:30.544,"['어떤 궂은일도 시켜만 주신다면\n', '다 해낼 수 있습니다\n', '\n']"
1078,01:16:33.547,"['어떤 궂은일에도...\n', '\n']"
1079,01:16:43.432,"['[한숨]\n', '\n']"
1080,01:17:07.331,"['[힘겨운 숨소리]\n', '\n']"
1081,01:17:08.498,"['알바를 붙긴 개뿔\n', '\n']"
1082,01:17:11.043,"['수호신? 아따, 이 양반이\n', '\n']"
1083,01:17:13.378,"['[거친 숨소리]\n', '\n']"
1084,01:17:14.713,"['전화번호라도 딸걸\n', '\n']"
1085,01:17:18.425,"['[은탁의 한숨]\n', '\n']"
1086,01:17:23.680,"['어, 어\n', '\n']"
1087,01:17:25.432,"['[은탁의 다급한 신음]\n', '\n']"
1088,01:17:29.519,"['[입바람을 후후 분다]\n', '\n']"
1089,01:17:32.147,"['- (김신) 거봐, 너야\n', '- 아, 깜짝이야\n', '\n']"
1090,01:17:33.815,"['[흥미진진한 음악]\n', '\n']"
1091,01:17:38.362,"['아, 왜 자꾸 쫓아다녀요?\n', '\n']"
1092,01:17:39.821,"['(김신)\n', '쫓아다닌 게 아니라 네가 또 부른 거야\n', '\n']"
1093,01:17:41.531,"['(은탁)\n', '아니라니까요\n', '\n']"
1094,01:17:42.783,"['그런 재주가 있으면\n', '내가 이 고생을 안 하죠\n', '\n']"
1095,01:17:45.410,"['내가 무슨 수로?\n', '뭐, 방울 흔들어 불러요?\n', '\n']"
1096,01:17:48.080,"['그걸 나한테 물어보면 어떡해?\n', '\n']"
1097,01:17:49.206,"['아저씨가 자꾸 우기니까 그렇죠\n', '내가 안 불렀다니까\n', '\n']"
1098,01:17:52.501,"['(은탁)\n', '그나저나\n', '아저씨 진짜 수호신 맞아요?\n', '\n']"
1099,01:17:55.629,"['종류가 뭔데요?\n', '\n']"
1100,01:17:57.130,"['뭐, 망신, 근신, 내신, 당신?\n', '\n']"
1101,01:18:04.096,"['아저씨가 말한 닭집이\n', '혹시 양계장인가요?\n', '\n']"
1102,01:18:07.724,"['양계장 알바?\n', '\n']"
1103,01:18:09.184,"['- 아니야\n', '- 그럼 어딘데요?\n', '\n']"
