chunckID,start_time,subtitles
370,00:28:28.832,"['검을 뽑으면\n', '\n']"
371,00:28:30.542,"['무로 돌아가 평안하리라\n', '\n']"
372,00:28:33.044,"['[천둥이 콰르릉 친다]\n', '\n']"
373,00:28:39.426,"['(남자2)\n', '나리\n', '\n']"
374,00:28:44.055,"['다녀올 곳이 있다\n', '\n']"
375,00:28:53.523,"['[중헌이 속삭인다]\n', '\n']"
376,00:29:00.447,"['[무거운 음악]\n', '무엄하다!\n', '\n']"
377,00:29:01.865,"['(신하)\n', '대관절 뭐 하는 자인데\n', '\n']"
378,00:29:03.324,"['이리도 불경스러운 기운을\n', '내뿜는 것이야!\n', '\n']"
379,00:29:07.662,"['어허, 이놈이 그래도...\n', '\n']"
380,00:29:12.542,"['[신하가 털썩 떨어진다]\n', '\n']"
381,00:29:18.548,"['너, 너는...\n', '\n']"
382,00:29:21.468,"['[우두둑 소리가 난다]\n', '[중헌의 힘겨운 신음]\n', '\n']"
383,00:29:26.514,"['[힘겨운 신음]\n', '\n']"
384,00:29:45.533,"['내가\n', '\n']"
385,00:29:49.329,"['늦었구나\n', '\n']"
386,00:29:51.998,"['[애잔한 음악]\n', '\n']"
387,00:29:56.169,"['[아이2의 울음]\n', '\n']"
388,00:29:59.214,"['(아이2)\n', '[흐느끼며]\n', '할아버지\n', '\n']"
389,00:30:05.887,"['할아버지\n', '\n']"
390,00:30:09.849,"['[아이2가 서럽게 운다]\n', '\n']"
391,00:30:19.025,"['[아이2가 훌쩍인다]\n', '\n']"
392,00:30:27.200,"['(김신)\n', '자네가\n', '\n']"
393,00:30:32.121,"['내가 받는 첫 번째 벌인 모양이다\n', '\n']"
394,00:30:37.126,"['절\n', '\n']"
395,00:30:39.295,"['(아이2)\n', '받으십시오\n', '\n']"
396,00:30:52.725,"['이제부터\n', '\n']"
397,00:30:54.561,"['제가 모시겠습니다\n', '\n']"
398,00:30:57.814,"['할아버지 유언이셨습니다\n', '\n']"
399,00:31:02.569,"['복수에 눈이 멀어\n', '\n']"
400,00:31:07.240,"['어찌 지냈느냐\n', '안부 한마디 건네지 못하였다\n', '\n']"
401,00:31:13.204,"['그래도\n', '\n']"
402,00:31:17.709,"['그리해 주겠느냐?\n', '\n']"
403,00:31:46.613,"['[파도가 철썩인다]\n', '\n']"
404,00:32:01.377,"['속도 없이 이런 풍경을 보니 좋습니다\n', '\n']"
405,00:32:06.716,"['나는 네가 속도 없이\n', '이런 풍경을 보는 게 좋다\n', '\n']"
406,00:32:15.600,"['[사람들이 쩝쩝거린다]\n', '\n']"
407,00:32:19.312,"['[선원1의 만족스러운 신음]\n', '\n']"
408,00:32:23.107,"['[쩝쩝거린다]\n', '\n']"
409,00:32:28.738,"['(김신)\n', '자\n', '\n']"
410,00:32:35.453,"['전 아직 배가 부르니 나리 드십시오\n', '\n']"
411,00:32:41.209,"['먹은 게 없는데 어찌 배가 부를까?\n', '\n']"
412,00:32:43.419,"['(아이2)\n', '저는 작아서 조금만 먹어도\n', '배가 부릅니다\n', '\n']"
413,00:32:47.215,"['나리는 크시니 나리 드십시오\n', '\n']"
414,00:32:52.762,"['(김신)\n', '그럼 이러면 되겠구나\n', '\n']"
415,00:32:54.973,"['육지까지 멀었습니다\n', '\n']"
416,00:32:57.475,"['(아이2)\n', '나눠 먹어서는\n', '누구도 배부르지 않습니다\n', '\n']"
417,00:33:01.062,"['[잔잔한 음악]\n', '그래서 네가 굶겠다는 말이냐?\n', '\n']"
418,00:33:03.564,"['(아이2)\n', '정 배고프면 저는 뱃일을 하고\n', '조금 얻어먹으면 됩니다\n', '\n']"
419,00:33:09.028,"['널 얻어먹게 하려고\n', '데리고 온 줄 아느냐?\n', '\n']"
420,00:33:12.156,"['날 믿어라\n', '\n']"
421,00:33:14.409,"['난 네가 생각하는 것보다 더\n', '큰사람일지도 모르니\n', '\n']"
422,00:33:19.122,"['(김신)\n', '어서\n', '\n']"
423,00:33:32.927,"['[반짝이는 효과음]\n', '\n']"
424,00:33:36.222,"['(아이2)\n', '우아\n', '\n']"
425,00:33:37.432,"['[신비로운 음악]\n', '[아이2의 놀라는 신음]\n', '\n']"
426,00:33:42.270,"['우아\n', '\n']"
427,00:33:44.981,"['[아이2의 박수]\n', '[다가오는 발걸음]\n', '\n']"
428,00:33:46.649,"['[아이2의 감탄]\n', '\n']"
429,00:33:48.609,"['[긴장되는 음악]\n', '[아이2의 놀라는 신음]\n', '\n']"
430,00:33:52.405,"['[아이2의 힘겨운 신음]\n', '\n']"
431,00:33:53.573,"['(아이2)\n', '나리\n', '\n']"
432,00:33:55.575,"['나리...\n', '\n']"
433,00:33:56.617,"['[아이2의 힘겨운 신음]\n', '\n']"
434,00:33:58.911,"['(선원2)\n', '그 보따리 좀 봐도 될까?\n', '\n']"
435,00:34:00.496,"['배의 무게를 줄여야 해서 말이야\n', '\n']"
436,00:34:02.540,"['[선원들의 웃음]\n', '\n']"
437,00:34:04.083,"['(아이2)\n', '[힘겨운 목소리로]\n', '나리\n', '\n']"
438,00:34:05.710,"['나리, 나리\n', '\n']"
439,00:34:08.129,"['(김신)\n', '어서 아이를 내려놓아라\n', '\n']"
440,00:34:09.922,"['[선원2의 코웃음]\n', '그럼 목숨만은 살려 줄 테니\n', '\n']"
441,00:34:11.924,"['[아이2가 김신을 부른다]\n', '(선원2)\n', '파도가 수상한 게\n', '\n']"
442,00:34:13.342,"['암만 봐도 이 배에\n', '부정한 놈이 탄 것 같거든\n', '[아이2의 힘겨운 신음]\n', '\n']"
443,00:34:16.429,"['바로 네놈, 네놈은 노예로 팔 거니까\n', '팔다리 성하게 두고\n', '\n']"
444,00:34:20.433,"['애는 던져 버려\n', '\n']"
445,00:34:21.726,"['[아이2의 비명]\n', '\n']"
446,00:34:29.609,"['[선원들이 무기를 달그락거린다]\n', '\n']"
447,00:34:37.700,"['인간이 짐승보다 못하면\n', '어찌 되는지 아느냐?\n', '\n']"
448,00:34:41.370,"['[천둥이 콰르릉 친다]\n', '\n']"
449,00:34:43.456,"['[종이 딸랑거린다]\n', '\n']"
450,00:34:46.042,"['[선원들의 놀라는 신음]\n', '\n']"
451,00:34:52.715,"['[선원들의 놀라는 신음]\n', '\n']"
452,00:34:55.051,"['분노한 신을 만나게 되는 것이다\n', '\n']"
453,00:34:57.345,"['[선원들의 비명]\n', '\n']"
454,00:35:00.264,"['[선원들의 놀라는 신음]\n', '\n']"
455,00:35:03.768,"['[선원들의 신음]\n', '\n']"
456,00:35:07.897,"['[선원2의 놀란 신음]\n', '\n']"
457,00:35:09.565,"['(선원2)\n', '[말을 더듬으며]\n', '도깨비다\n', '\n']"
458,00:35:12.276,"['[천둥이 콰르릉 친다]\n', '\n']"
459,00:35:13.945,"['[선원2의 겁먹은 신음]\n', '\n']"
460,00:35:15.738,"['[천둥이 콰르릉 친다]\n', '\n']"
461,00:35:20.660,"['[선원들의 놀란 신음]\n', '\n']"
462,00:35:23.287,"['[선원들의 비명]\n', '\n']"
463,00:35:25.373,"['[끼익거린다]\n', '\n']"
464,00:35:29.961,"['[돛대가 우지끈 부러진다]\n', '\n']"
465,00:35:38.636,"['[선원들의 겁먹은 신음]\n', '\n']"
466,00:35:48.437,"['[천둥이 콰르릉 친다]\n', '\n']"
467,00:35:58.322,"['[선원들의 다급한 신음]\n', '\n']"
468,00:36:07.707,"['[선원3의 비명]\n', '\n']"
469,00:36:12.295,"['[파도가 철썩인다]\n', '\n']"
470,00:36:22.889,"['(선원4)\n', '사, 살려 주세요\n', '\n']"
471,00:36:25.141,"['[천둥이 콰르릉 친다]\n', '\n']"
472,00:36:28.227,"['(김신)\n', '늦었다\n', '\n']"
473,00:36:29.979,"['[신비로운 효과음]\n', '[웅장한 음악]\n', '\n']"
474,00:36:58.257,"['[배가 꾸르륵 침몰한다]\n', '\n']"
475,00:37:08.517,"['[멀리서 자동차 경적이 울린다]\n', '\n']"
476,00:37:12.688,"['[멀리서 사이렌 소리가 들린다]\n', '\n']"
477,00:37:20.571,"['[아기 울음소리가 들린다]\n', '\n']"
478,00:37:25.409,"['[사람들의 환호가 들린다]\n', '\n']"
479,00:37:30.539,"['[사람들의 대화 소리가 들린다]\n', '\n']"
480,00:37:38.714,"['[헛웃음]\n', '\n']"
481,00:37:40.633,"['속도 없이 돌아오니 좋구나\n', '\n']"
482,00:37:51.686,"['[자동차 엔진음이 들린다]\n', '\n']"
483,00:37:53.104,"['[타이어 마찰음이 들린다]\n', '[쾅 부딪히는 소리가 들린다]\n', '\n']"
484,00:37:55.064,"['[털썩 쓰러지는 소리가 들린다]\n', '\n']"
485,00:37:56.315,"['[긴장되는 음악]\n', '\n']"
486,00:38:03.698,"['[자동차 엔진음]\n', '\n']"
487,00:38:12.915,"['[연희의 힘겨운 신음]\n', '\n']"
488,00:38:23.009,"['[흐느끼며]\n', '제발 살려 주세요\n', '\n']"
489,00:38:34.520,"['[연희가 계속 흐느낀다]\n', '\n']"
490,00:38:46.532,"['(연희)\n', '[힘겨운 목소리로]\n', '신이 있다면 제발\n', '\n']"
491,00:38:49.744,"['저 좀 살려 주세요\n', '\n']"
492,00:38:57.501,"['살려 주세요\n', '\n']"
493,00:39:00.004,"['아무나라도 제발요\n', '\n']"
494,00:39:14.226,"['[신비로운 효과음]\n', '\n']"
495,00:39:16.354,"['[신비로운 효과음]\n', '\n']"
496,00:39:17.688,"['[분위기가 고조되는 음악]\n', '\n']"
497,00:39:33.788,"['[힘겨운 목소리로]\n', '누구세요?\n', '\n']"
498,00:39:35.164,"['[힘겨운 숨소리]\n', '\n']"
499,00:39:38.501,"['아무나다\n', '\n']"
500,00:39:40.336,"['하, 제발, 제발 저 좀...\n', '\n']"
501,00:39:44.840,"['[흐느낀다]\n', '\n']"
502,00:39:48.094,"['글쎄\n', '\n']"
503,00:39:50.930,"['인간의 생사에 관여하지 않는 게\n', '내 원칙이라\n', '\n']"
504,00:39:55.476,"['[힘겨운 숨소리]\n', '\n']"
505,00:39:58.354,"['저...\n', '\n']"
506,00:39:59.480,"['[심장 박동 소리가 들린다]\n', '\n']"
507,00:40:01.148,"['(연희)\n', '저 이렇게 죽으면 안 돼요\n', '\n']"
508,00:40:06.278,"['[흐느낀다]\n', '\n']"
509,00:40:09.198,"['네가 살려 달라는 것이 네가 아니구나\n', '\n']"
510,00:40:11.992,"['[연희의 힘겨운 숨소리]\n', '\n']"
511,00:40:14.370,"['제발, 제발...\n', '\n']"
512,00:40:17.790,"['[힘겨운 신음]\n', '\n']"
513,00:40:21.127,"['아이만이라도...\n', '\n']"
514,00:40:22.878,"['[연희의 힘겨운 숨소리]\n', '\n']"
515,00:40:25.840,"['[태아의 심장 박동 소리가 들린다]\n', '\n']"
516,00:40:30.094,"['[힘겨운 숨소리]\n', '\n']"
517,00:40:34.223,"['[숨이 멈춘다]\n', '\n']"
518,00:40:39.728,"['[깊은 한숨]\n', '\n']"
519,00:40:44.191,"['그대는 운이 좋았다\n', '\n']"
520,00:40:47.361,"['마음 약한 신을 만났으니\n', '\n']"
521,00:40:50.239,"['(김신)\n', '오늘 밤은 누가 죽는 걸 보는 게\n', '싫어서 말이다\n', '\n']"
522,00:41:02.042,"['[의미심장한 효과음]\n', '\n']"
523,00:41:13.012,"['[신비로운 효과음]\n', '\n']"
524,00:41:24.648,"['[옅은 신음]\n', '\n']"
525,00:41:27.318,"['[가쁜 숨소리]\n', '\n']"
526,00:41:30.112,"['[거친 숨소리]\n', '\n']"
527,00:41:38.704,"['[발걸음 소리가 울린다]\n', '\n']"
528,00:41:41.957,"['[의미심장한 음악]\n', '\n']"
529,00:42:01.477,"['""지연희, 27세""\n', '\n']"
530,00:42:05.272,"['""무명, 0세""\n', '\n']"
531,00:42:07.858,"['[명부를 바스락거린다]\n', '\n']"
532,00:42:10.528,"['[시계가 째깍거린다]\n', '\n']"
533,00:42:16.825,"['눈과 피와\n', '\n']"
534,00:42:24.458,"['꽃이라\n', '\n']"
535,00:42:26.418,"['[바람이 솨 분다]\n', '\n']"
536,00:42:43.227,"['(귀신1)\n', '도깨비 신부다\n', '\n']"
537,00:42:44.728,"['[귀신들이 수군거린다]\n', '(귀신2)\n', '어머, 도깨비 신부가 태어났어\n', '\n']"
538,00:42:46.397,"['도깨비 신부가 태어났어\n', '\n']"
539,00:42:48.482,"['[귀신들이 계속 수군거린다]\n', '\n']"
540,00:42:56.740,"['[의미심장한 효과음]\n', '\n']"
541,00:43:06.375,"['[갈매기가 끼룩거린다]\n', '\n']"
542,00:43:11.088,"['[의미심장한 효과음]\n', '\n']"
543,00:43:15.134,"['[바람이 휭 분다]\n', '\n']"
544,00:43:22.558,"['(연희)\n', '우리 은탁이\n', '이번 생일에는 떡 뭐 해 줄까?\n', '\n']"
545,00:43:25.769,"['꿀떡? 무지개떡?\n', '\n']"
546,00:43:29.773,"['엄마, 나 이제 잔치 말고\n', '파티하면 안 돼요?\n', '\n']"
547,00:43:33.777,"['(연희)\n', '뭐가 다른데?\n', '\n']"
548,00:43:34.987,"['(어린 은탁)\n', '떡이 케이크로 달라지죠\n', '\n']"
549,00:43:37.239,"['나도 촛불 불고 소원 빌고 싶어요\n', '\n']"
550,00:43:39.867,"['떡에다가 소원 비니까\n', '아무래도 안 듣는 것 같아요\n', '\n']"
551,00:43:43.078,"['[연희의 웃음]\n', '\n']"
552,00:43:45.956,"['엄마가 생각을 못 했어\n', '\n']"
553,00:43:47.666,"['엄마는 너 떡 좋아하니까 떡 했지\n', '\n']"
554,00:43:50.586,"['(연희)\n', '그래, 올해부터는 파티하자\n', '케이크 놓고\n', '\n']"
555,00:43:54.006,"['와, 엄마 최고\n', '\n']"
556,00:43:57.176,"['어? 강아지다\n', '\n']"
557,00:43:58.636,"['응? 강아지?\n', '\n']"
558,00:44:03.766,"['[강아지가 낑낑댄다]\n', '\n']"
559,00:44:11.231,"['(어린 은탁)\n', '이것 봐라\n', '\n']"
560,00:44:12.566,"['[부드러운 음악]\n', '봄이 다시 왔다, 신기하지?\n', '\n']"
561,00:44:21.492,"['[한숨]\n', '\n']"
562,00:44:23.118,"['[풀벌레 울음]\n', '\n']"
563,00:44:31.502,"['(어린 은탁)\n', '아이고, 힘들다\n', '\n']"
564,00:44:32.920,"['엄마, 나 오늘 영어 백 점 맞았어요\n', '\n']"
565,00:44:35.547,"['머리 너무 써서 완전 피곤해요\n', '\n']"
566,00:44:38.592,"['[살짝 웃으며]\n', '그랬어?\n', '\n']"
567,00:44:41.887,"['우아, 케이크다\n', '\n']"
568,00:44:43.555,"['엄마, 우리 지금 파티할 거예요?\n', '\n']"
569,00:44:46.642,"['응, 얼른 와서 앉아, 촛불 켜고\n', '\n']"
570,00:44:51.647,"['내가 켜도 돼요?\n', '\n']"
571,00:44:53.357,"['우리 은탁이 이제 다 커서 할 수 있어\n', '\n']"
572,00:44:55.984,"['맞다, 나 이제 아홉 살이지?\n', '\n']"
573,00:44:58.362,"['(어린 은탁)\n', '영어도 백 점 맞는데\n', '이런 건 식은 죽 먹기지\n', '\n']"
574,00:45:01.323,"['[연희의 웃음]\n', '\n']"
575,00:45:02.574,"['그런 말은 또 어디서 배웠어?\n', '\n']"
576,00:45:04.243,"['(어린 은탁)\n', '엄마는 몰라도 돼요\n', '\n']"
577,00:45:06.662,"['저 그냥 이 사람 저 사람\n', '말 되게 잘 배워요\n', '\n']"
578,00:45:10.207,"['전 아무래도 천재...\n', '\n']"
579,00:45:12.167,"['[의미심장한 효과음]\n', '\n']"
580,00:45:15.754,"['왜? 소원 빌어야지\n', '\n']"
581,00:45:18.924,"['생일 축하한다, 우리 강아지\n', '\n']"
582,00:45:22.094,"['아니구나\n', '\n']"
583,00:45:25.097,"['[애잔한 음악]\n', '\n']"
584,00:45:27.266,"['정말 엄마 아니고 엄마 영혼이구나\n', '\n']"
585,00:45:33.981,"['너\n', '\n']"
586,00:45:36.859,"['정말 다 보이는구나\n', '\n']"
587,00:45:42.698,"['안 그러길 바랐는데, 엄마는\n', '\n']"
588,00:45:47.035,"['[흐느끼며]\n', '엄마, 죽었어요?\n', '\n']"
589,00:45:54.918,"['[떨리는 숨소리]\n', '\n']"
590,00:45:56.253,"['진짜로요?\n', '\n']"
591,00:46:03.969,"['엄마 어디 있어요?\n', '엄마 지금 어디 있는데요?\n', '\n']"
592,00:46:08.640,"['사거리 병원에\n', '\n']"
593,00:46:12.352,"['[의미심장한 효과음]\n', '\n']"
594,00:46:18.734,"['[흐느낀다]\n', '\n']"
595,00:46:21.361,"['병원에서 연락 올 거야\n', '\n']"
596,00:46:23.906,"['가면 이모도 곧 도착할 거고\n', '\n']"
597,00:46:26.325,"['[훌쩍인다]\n', '\n']"
598,00:46:27.534,"['(연희)\n', '밤에는 추워, 목도리 하고\n', '\n']"
599,00:46:30.787,"['슈퍼 할머니한테 같이 가 달라고 하고\n', '\n']"
600,00:46:33.165,"['슈퍼 할머니네 찾아갈 수 있지?\n', '\n']"
601,00:46:36.960,"['세탁소 골목 내려가서 바로 오른쪽\n', '\n']"
602,00:46:41.089,"['[살짝 웃으며]\n', '똑똑해라, 우리 강아지\n', '\n']"
603,00:46:46.803,"['앞으로는 절대 영혼들이랑\n', '눈 마주치지 말고, 알았지?\n', '\n']"
604,00:46:51.225,"['[흐느낀다]\n', '\n']"
605,00:46:52.643,"['미안해, 엄마\n', '\n']"
606,00:46:54.353,"['그런 거 봐서요\n', '\n']"
607,00:46:55.896,"['[어린 은탁이 훌쩍인다]\n', '\n']"
608,00:46:58.106,"['근데 그런 거 볼 수 있어서\n', '\n']"
609,00:47:01.568,"['이렇게 엄마도 볼 수 있는 거니까\n', '\n']"
610,00:47:07.407,"['난 그냥 괜찮아요\n', '\n']"
611,00:47:09.952,"['[울먹이며]\n', '그래\n', '\n']"
612,00:47:13.830,"['이렇게 엄마 봐 줘서\n', '\n']"
613,00:47:18.085,"['고마워\n', '\n']"
614,00:47:21.547,"['(연희)\n', '은탁아\n', '\n']"
615,00:47:23.257,"['[흐느낀다]\n', '\n']"
616,00:47:25.092,"['엄마...\n', '\n']"
617,00:47:27.386,"['엄마 이제 가야 될 것 같아\n', '\n']"
618,00:47:33.850,"['사랑한다, 우리 강아지\n', '\n']"
619,00:47:38.188,"['[흐느낀다]\n', '\n']"
620,00:47:39.398,"['나도요\n', '\n']"
621,00:47:40.899,"['나도 사랑해요, 엄마\n', '\n']"
622,00:47:43.527,"['엄마, 안녕, 엄마, 잘 가요\n', '\n']"
623,00:47:47.531,"['엄마, 꼭 천국 가요, 네?\n', '\n']"
624,00:47:51.660,"['꼭, 꼭\n', '\n']"
625,00:47:56.498,"['[어린 은탁이 계속 흐느낀다]\n', '\n']"
626,00:48:01.795,"['[의미심장한 효과음]\n', '\n']"
627,00:48:08.552,"['엄마!\n', '\n']"
628,00:48:10.095,"['[울음]\n', '\n']"
629,00:48:17.436,"['[어린 은탁이 계속 흐느낀다]\n', '\n']"
630,00:48:20.939,"['엄마\n', '\n']"
631,00:48:22.024,"['[전화벨이 울린다]\n', '\n']"
632,00:48:32.826,"['(병원 직원)\n', '여보세요, 지연희 씨 댁인가요?\n', '\n']"
633,00:48:35.120,"['여기 사거리 제일병원인데요\n', '\n']"
634,00:48:36.705,"['알아요, 갈 거예요\n', '\n']"
635,00:48:40.125,"['[수화기를 탁 내려놓는다]\n', '\n']"
636,00:48:42.961,"['[흐느끼는 숨소리]\n', '\n']"
637,00:48:45.172,"['[콜록거린다]\n', '\n']"
638,00:48:47.633,"['[어린 은탁이 훌쩍인다]\n', '\n']"
639,00:48:55.849,"['[어린 은탁이 계속 훌쩍인다]\n', '\n']"
640,00:49:03.398,"['소원 안 빌 거야\n', '\n']"
641,00:49:07.235,"['하나도 안 빌 거야\n', '\n']"
642,00:49:08.987,"['아무도 안 들어주는데 누구한테 빌어?\n', '\n']"
643,00:49:21.041,"['""생일 축하합니다""\n', '\n']"
644,00:49:33.720,"['(연희)\n', '할머니는 어쩜 늙지를 않네?\n', '\n']"
645,00:49:38.600,"['더 늙을 게 어디 있어, 여기서?\n', '\n']"
646,00:49:40.977,"['[살짝 웃는다]\n', '\n']"
647,00:49:41.978,"['그건 또 그렇네\n', '\n']"
648,00:49:48.026,"['오다가다 우리 은탁이 좀\n', '\n']"
649,00:49:52.197,"['들여다봐 주면 안 되나?\n', '\n']"
650,00:49:54.658,"['지랄한다, 네 딸년을 내가 왜?\n', '\n']"
651,00:49:58.078,"['치, 그냥 오다가다요\n', '\n']"
652,00:50:01.748,"['(연희)\n', '배추도 남으면 좀 주고\n', '시금치도 좀 주고\n', '\n']"
653,00:50:05.961,"['그러게 그때 같이 죽지\n', '뭐 하러 더 살아 가지고\n', '\n']"
654,00:50:10.757,"['못됐어\n', '\n']"
655,00:50:12.759,"['할머니가 알려 줬잖아요\n', '\n']"
656,00:50:15.971,"['간절히 빌라고\n', '\n']"
657,00:50:17.764,"['[잔잔한 음악]\n', '\n']"
658,00:50:19.099,"['그 말을 믿는 년이 다 있네\n', '\n']"
659,00:50:22.602,"['그 말 믿은 덕에 좀 더 살다 가요\n', '\n']"
660,00:50:27.149,"['고마웠어요, 할머니\n', '\n']"
661,00:50:32.821,"['[살짝 웃는다]\n', '\n']"
662,00:50:34.906,"['인사하려고 왔지\n', '\n']"
663,00:50:40.078,"['저 가요\n', '\n']"
664,00:50:48.211,"['[살짝 웃는다]\n', '\n']"
665,00:50:52.466,"['[채소를 탁탁 다듬는다]\n', '\n']"
666,00:51:10.609,"['[긴장되는 음악]\n', '\n']"
667,00:51:14.321,"['아저씨, 누구세요?\n', '[긴장되는 효과음]\n', '\n']"
668,00:51:25.123,"['(저승사자)\n', '너 내가 보여?\n', '\n']"
669,00:51:27.459,"['[놀라는 숨소리]\n', '\n']"
670,00:51:29.795,"['(어린 은탁)\n', '아, 목도리, 목도리 안 했다\n', '엄마한테 혼나겠다\n', '\n']"
671,00:51:34.007,"['(저승사자)\n', '했는데, 목도리\n', '\n']"
672,00:51:36.676,"['여기가 지연희 씨 댁이지?\n', '\n']"
673,00:51:39.513,"['병원에 안 계셔서 왔거든\n', '\n']"
674,00:51:42.182,"['(저승사자)\n', '근데\n', '\n']"
675,00:51:43.850,"['[놀라는 숨소리]\n', '넌 어째서 태어나지 못했을 애가...\n', '\n']"
676,00:51:54.653,"['너 혹시 올해 아홉 살 됐니?\n', '\n']"
677,00:51:57.739,"['[겁먹은 숨소리]\n', '\n']"
678,00:51:59.074,"['아저씨 목소리 하나도 안 들리는데?\n', '\n']"
679,00:52:02.577,"['(저승사자)\n', '그런데\n', '\n']"
680,00:52:04.788,"['여기는 어쩐 일이세요?\n', '\n']"
681,00:52:06.790,"['[흥미진진한 음악]\n', '\n']"
682,00:52:09.292,"['(삼신)\n', '가, 이 아이는 놔두고\n', '\n']"
683,00:52:11.461,"['(어린 은탁)\n', '할머니!\n', '\n']"
684,00:52:17.968,"['(저승사자)\n', '이거 업무 방해예요\n', '\n']"
685,00:52:20.011,"['(삼신)\n', '업무 방해 같은 소리 하고 있다\n', '\n']"
686,00:52:22.097,"['언제 적 일을 지금에 와서 하고 있어?\n', '\n']"
687,00:52:24.015,"['(저승사자)\n', '지금이라도 하게 됐으니 다행이죠\n', '\n']"
688,00:52:25.851,"['저 지금 시간 없어요\n', '\n']"
689,00:52:27.811,"['그거야 네 사정이고\n', '\n']"
690,00:52:29.437,"['이 아이가 명부에 있어?\n', '\n']"
691,00:52:31.314,"['(삼신)\n', '그때 그 아이는 무명이었지만\n', '\n']"
692,00:52:33.358,"['지금 이 아이는 이름이 있어\n', '\n']"
693,00:52:35.193,"['이 아이 이름 적힌 명부 있으면\n', '갖고 와 봐\n', '\n']"
694,00:52:38.780,"['그럼 내가 내줄 테니까\n', '\n']"
695,00:52:40.323,"['(저승사자)\n', '명부계의 협조 받으려면\n', '9년 치 증빙 다 올려야 돼요\n', '\n']"
696,00:52:44.744,"['아실 만한 분이...\n', '\n']"
697,00:52:49.749,"['[한숨]\n', '\n']"
698,00:52:53.378,"['[놀라는 숨소리]\n', '\n']"
699,00:52:56.214,"['또 보자\n', '\n']"
700,00:52:58.466,"['꼬마야\n', '\n']"
701,00:53:01.761,"['[신비로운 효과음]\n', '\n']"
702,00:53:04.890,"['[어린 은탁이 훌쩍인다]\n', '\n']"
703,00:53:06.224,"['할머니, 엄마가요\n', '\n']"
704,00:53:08.768,"['알아\n', '\n']"
705,00:53:10.145,"['그건 할 수 없어, 너나 살아\n', '\n']"
706,00:53:12.898,"['(삼신)\n', '얼른 이사 가야 돼, 3일 안에\n', '\n']"
707,00:53:15.275,"['그래야 널 못 찾아\n', '\n']"
708,00:53:17.861,"['저승사자랑 눈이 마주쳐서\n', '여기서는 더 살면 안 돼\n', '\n']"
709,00:53:21.907,"['이사 가면 못 찾아요?\n', '\n']"
710,00:53:24.576,"['못 찾아\n', '\n']"
711,00:53:26.161,"['그래서 집터가 중요한 거야\n', '\n']"
712,00:53:31.416,"['오늘 자정이 지나면 장례식장에\n', '\n']"
713,00:53:35.003,"['남자 하나에 여자 둘이\n', '널 찾아올 거야\n', '\n']"
714,00:53:37.923,"['그것들 따라가\n', '\n']"
715,00:53:42.594,"['고생은 좀 하겠지만\n', '\n']"
716,00:53:45.430,"['다른 선택이 없다, 넌\n', '\n']"
717,00:53:47.349,"['[훌쩍인다]\n', '\n']"
718,00:53:48.642,"['[잔잔한 음악]\n', '\n']"
719,00:53:50.101,"['근데 이런 거 왜 알려 주시는 거예요?\n', '\n']"
720,00:53:54.147,"['이뻐서\n', '\n']"
721,00:53:57.359,"['(삼신)\n', '너 점지할 때\n', '\n']"
722,00:54:02.280,"['행복했거든\n', '\n']"
723,00:54:07.494,"['(삼신)\n', '이거 생일 선물\n', '\n']"
724,00:54:34.187,"['[의미심장한 음악]\n', '\n']"
725,00:54:48.034,"['[의미심장한 효과음]\n', '\n']"
726,00:54:54.791,"['[리드미컬한 음악]\n', '\n']"
727,00:55:13.518,"['(덕화)\n', '저기요\n', '\n']"
728,00:55:20.150,"['우리\n', '\n']"
729,00:55:23.194,"['술 한잔할까요?\n', '\n']"
730,00:55:25.697,"['좋죠\n', '\n']"
731,00:55:29.743,"['[전화벨이 울린다]\n', '\n']"
732,00:55:31.036,"['[음성 사서함 작동음]\n', '\n']"
733,00:55:32.537,"['(덕화)\n', '아니, 어제까지 잘되던 카드가\n', '갑자기 안 되는 거야\n', '\n']"
734,00:55:35.874,"['그래서 말인데, 삼촌\n', '\n']"
735,00:55:37.250,"['그, 왜, 술집에 양복 입으시고\n', '\n']"
736,00:55:39.085,"['불친절하신 남자분들 계시잖아\n', '[우아한 음악]\n', '\n']"
737,00:55:41.379,"['나 지금 그 사람...\n', '\n']"
738,00:55:43.089,"['그분들과 함께다\n', '\n']"
739,00:55:44.841,"['아, 그러니까 제발 전화 좀 받아\n', '\n']"
740,00:55:47.302,"['삼촌 핸드폰 번호 대래서\n', '우리 삼촌은 핸드폰 없다니까\n', '\n']"
741,00:55:50.513,"['나한테 되게 불친절하셨어\n', '\n']"
742,00:55:53.224,"['삼촌, 듣고 있어?\n', '\n']"
743,00:55:56.394,"['삼촌!\n', '\n']"
744,00:55:58.063,"['삼촌!\n', '\n']"
745,00:56:00.023,"['[울먹이며]\n', '삼촌!\n', '\n']"
746,00:56:02.984,"['[학교 종이 울린다]\n', '\n']"
747,00:56:06.404,"['(학생1)\n', '쟤는 고3 다 끝나 가는데\n', '아직까지 혼자 먹네\n', '\n']"
748,00:56:09.115,"['[학생1의 코웃음]\n', '\n']"
749,00:56:10.283,"['(학생2)\n', '불쌍하면 같이 먹어 주지, 왜?\n', '\n']"
750,00:56:11.910,"['(학생1)\n', '아, 미쳤냐? 내가 왜? 쟤 귀신 본다고\n', '\n']"
